judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,keamanan,taman,alamat_teks,latitude,longitude,url_listing,sumber_data,wilayah_scraping
"Rumah Palm Spring Jambangan Dekat Ketintang, A.yani, Wonokromo",3000000000,240.0,300.0,4,4,2,1.0,Unfurnished,0,0,"Jambangan, Surabaya",-7.31747,112.716637,https://www.rumah123.com/properti/surabaya-jambangan/rumah-palm-spring-jambangan-dekat-ketintang-ayani-wonokromo-hos42435320/,rumah123,Surabaya Selatan
Dijual Rumah Jambangan Siap Huni Bagus Dekat Masjid Agung,4300000000,240.0,480.0,5,3,2,,Unfurnished,0,0,"Jambangan, Surabaya",-7.31747,112.716637,https://www.rumah123.com/properti/surabaya-jambangan/dijual-rumah-jambangan-siap-huni-bagus-dekat-masjid-agung-hos42391244/,rumah123,Surabaya Selatan
Dijual Murah Rumah Jambangan Surabaya Dekat Kampus Unmer,800000000,72.0,72.0,3,1,1,,Unfurnished,0,0,"Jambangan, Surabaya",-7.31747,112.716637,https://www.rumah123.com/properti/surabaya-jambangan/dijual-murah-rumah-jambangan-surabaya-dekat-kampus-unmer-hos42389980/,rumah123,Surabaya Selatan
Satu-Satunya Rumah Murah 400 Jutaan yang Mepet Jambangan. Ready Unit. Info Perumahan Lainnya Wa Saja,498000000,60.0,30.0,2,1,1,1.0,Unfurnished,0,0,"Jambangan, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-jambangan/hanya-5-unit-satusatunya-rumah-400-jutaan-yang-paling-mepet-ketintangjambangan-survey-sekarang-atau-menyesal-kemudian-hos40522944/,rumah123,Surabaya Selatan
Cluster Taman Jivva Berlokasi di Kebraon Dekat Jambangan Surabaya. Sold 50% Unit Terbatas. Dapatkan Promo Besar-Besaran Hanya Bulan Ini,700000000,50.0,33.0,2,1,1,1.0,Unfurnished,0,1,"Jambangan, Surabaya",-7.31747,112.716637,https://www.rumah123.com/properti/surabaya-jambangan/cluster-taman-jivva-berlokasi-di-kebraon-surabaya-sold-50-unit-terbatas-dapatkan-promo-besarbesaran-hanya-bulan-ini-hos42087792/,rumah123,Surabaya Selatan
"Dijual Cepat Rumah Murah 2Lt Perumahan Wiguna Sby Timur Dekat Kampus Upn Akses Cepat Merr, Exit Tol Juanda Pondok Tjandra. Harga Nego Keras",1200000000,180.0,250.0,3.0,3.0,2.0,1.0,Unfurnished,1,1,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/dijual-cepat-rumah-murah-2lt-perumahan-wiguna-sby-timur-dekat-kampus-upn-akses-cepat-merr-exit-tol-juanda-pondok-hos42145730/,rumah123,Surabaya Timur
Rumah Siap Huni 1 Lantai Wiguna Selatan Rungkut Surabaya Timur,850000000,90.0,60.0,2.0,1.0,1.0,1.0,Unfurnished,1,1,"Rungkut, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-rungkut/rumah-siap-huni-1-lantai-wiguna-selatan-rungkut-surabaya-timur-hos40479338/,rumah123,Surabaya Timur
Medokan Asri Timur Rungkut Cocok Dibangun Rumah Kos Dekat Kampus,1750000000,200.0,200.0,5.0,3.0,2.0,2.0,Unfurnished,1,1,"Rungkut, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-rungkut/medokan-asri-timur-rungkut-cocok-dibangun-rumah-kos-dekat-kampus-hos40519760/,rumah123,Surabaya Timur
Dijual Murah Butuh Laku Cepat,725000000,84.0,54.0,2.0,1.0,1.0,1.0,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/dijual-murah-butuh-laku-cepat-hos42091155/,rumah123,Surabaya Timur
"Dijual Rumah Usaha atau Kos, Open Space, Siap Huni, Rungkut Harapan",1980000000,200.0,250.0,9.0,4.0,2.0,2.0,Unfurnished,1,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/dijual-rumah-usaha-atau-kos-open-space-siap-huni-rungkut-harapan-hos42409887/,rumah123,Surabaya Timur
"Perum Pondok Nirwana Kedung Baruk, Rungkut, Dekat Medokan, Dekat Merr",1300000000,122.0,100.0,3.0,2.0,1.0,1.0,Unfurnished,1,0,"Rungkut, Surabaya",-7.31434,-7.31434,https://www.rumah123.com/properti/surabaya-rungkut/perum-pondok-nirwana-kedung-baruk-rungkut-dekat-medokan-dekat-merr-hos39014794/,rumah123,Surabaya Timur
Lelang Rumah 2 Lantai | Daerah Kali Rungkut,1500000000,180.0,180.0,,,1.0,,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/lelang-rumah-2-lantai-daerah-kali-rungkut-hos42430875/,rumah123,Surabaya Timur
Rumah 2 Lantai SHM di Rungkut Harapan Dekat Merr,2180000000,200.0,250.0,9.0,5.0,2.0,1.0,Unfurnished,1,1,"Rungkut, Surabaya",-7.322959723707811,112.77917540228714,https://www.rumah123.com/properti/surabaya-rungkut/rumah-2-lantai-shm-di-rungkut-harapan-dekat-merr-hos42295164/,rumah123,Surabaya Timur
Jual Rumah Royal Park Residence Gunung Anyar,990000000,72.0,85.0,3.0,3.0,2.0,1.0,Semi Furnished,0,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/jual-rumah-royal-park-residence-gunung-anyar-hos40381487/,rumah123,Surabaya Timur
Rumah di Pandugo Surabaya kondisi bagus pemilik pingin cepat laku,1850000000,135.0,196.0,4.0,2.0,2.0,1.0,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.80023,https://www.rumah123.com/properti/surabaya-rungkut/rumah-di-pandugo-surabaya-kondisi-bagus-pemilik-pingin-cepat-laku-hos16769642/,rumah123,Surabaya Timur
Jual Rumah di Perumahan Grand Alana Regency Rungkut Surabaya,1400000000,90.0,95.0,3.0,2.0,2.0,1.0,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/jual-rumah-di-perumahan-grand-alana-regency-rungkut-surabaya-hos40503725/,rumah123,Surabaya Timur
Jual Rumah Hook di Rungkut Surabaya Free 6 Ac,2950000000,300.0,230.0,6.0,3.0,2.0,1.0,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/jual-rumah-hook-di-rungkut-surabaya-free-6-ac-hos42325375/,rumah123,Surabaya Timur
Dijual Rumah Lelang Dekat dengan Stikom,909300000,196.0,150.0,3.0,2.0,1.0,2.0,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/dijual-rumah-lelang-dekat-dengan-stikom-hos41432000/,rumah123,Surabaya Timur
Dijual Via Lelang Rumah di Perumahan Rungkut Dekat Stikom,364000000,72.0,45.0,2.0,1.0,1.0,1.0,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/dijual-via-lelang-rumah-di-perumahan-rungkut-dekat-stikom-hos41432061/,rumah123,Surabaya Timur
Rumah SHM Dijual Murah Dekat Kampus Upn Rencana Jalan Oerr,750000000,75.0,45.0,2.0,1.0,1.0,1.0,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/rumah-shm-dijual-murah-dekat-kampus-upn-rencana-jalan-oerr-hos41722140/,rumah123,Surabaya Timur
Rumah Shm2 Lantai Dekat Kampus Upn,750000000,75.0,70.0,3.0,2.0,2.0,1.0,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/rumah-shm2-lantai-dekat-kampus-upn-hos41555477/,rumah123,Surabaya Timur
Rumah Shm 400 Jutaan Rungkut,435000000,40.0,30.0,2.0,1.0,,1.0,Unfurnished,1,1,"Rungkut, Surabaya",-7.31434,112.80023,https://www.rumah123.com/properti/surabaya-rungkut/rumah-shm-400-jutaan-rungkut-hos18500050/,rumah123,Surabaya Timur
"Rumah Mewah Shm Di Perumahan Nirwana Eksekutif Wonorejo, Rungkut, Kota Surabaya Dekat Merr",3900000000,211.0,330.0,5.0,3.0,1.0,2.0,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.80023,https://www.rumah123.com/properti/surabaya-rungkut/rumah-mewah-shm-di-perumahan-nirwana-eksekutif-wonorejo-rungkut-kota-surabaya-dekat-merr-hos39223077/,rumah123,Surabaya Timur
Rumah Mewah Shm Ready Unit Dekat Mcdonald Rungkut,2350000000,110.0,158.0,3.0,2.0,2.0,2.0,Unfurnished,1,1,"Rungkut, Surabaya",-7.31434,112.80023,https://www.rumah123.com/properti/surabaya-rungkut/rumah-mewah-shm-ready-unit-dekat-mcdonald-rungkut-hos18599193/,rumah123,Surabaya Timur
Rumah Mewah Dekat Kampus Upn dan Rencana Jalan Oerr,1350000000,90.0,90.0,3.0,2.0,2.0,1.0,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/rumah-mewah-dekat-kampus-upn-dan-rencana-jalan-oerr-hos41737224/,rumah123,Surabaya Timur
Jual Rumah di Citraland Utama Surabaya Barat,3600000000,180.0,240.0,4.0,3.0,2.0,1.0,Unfurnished,1,0,"Sambikerep, Surabaya",-7.27993,-7.27993,https://www.rumah123.com/properti/surabaya-sambikerep/jual-rumah-di-citraland-utama-surabaya-barat-hos42144987/,rumah123,Surabaya Barat
Jual Rmh Dicitraland Cluster Depan Surabaya Barat,5500000000,288.0,260.0,5.0,4.0,2.0,1.0,Unfurnished,1,0,"Sambikerep, Surabaya",-7.27993,-7.27993,https://www.rumah123.com/properti/surabaya-sambikerep/jual-rumah-di-citraland-utama-cluster-depan-surabaya-barat-hos42144630/,rumah123,Surabaya Barat
Jual Rmh Murahhh Divilla Valensia Surabaya Barat,2350000000,150.0,144.0,3.0,2.0,2.0,,Unfurnished,1,0,"Sambikerep, Surabaya",-7.27993,-7.27993,https://www.rumah123.com/properti/surabaya-sambikerep/jual-rumah-di-villa-valensia-surabaya-barat-hos42166439/,rumah123,Surabaya Barat
Rumah Di North West Park Bagus,850000000,72.0,40.0,2.0,1.0,,1.0,Unfurnished,1,1,"Sambikerep, Surabaya",-7.27993,112.65465,https://www.rumah123.com/properti/surabaya-sambikerep/rumah-di-north-west-park-bagus-hos18492046/,rumah123,Surabaya Barat
Rumah Simpang Darmo Permai Utara Surabaya,3800000000,415.0,600.0,3.0,3.0,2.0,1.0,Unfurnished,0,0,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/rumah-simpang-darmo-permai-utara-surabaya-hos39846878/,rumah123,Surabaya Barat
"Rumah Hook di Diamond Hill, Citraland Surabaya",8900000000,368.0,500.0,4.0,3.0,2.0,,Unfurnished,0,1,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/rumah-hook-di-diamond-hill-citraland-surabaya-hos40959695/,rumah123,Surabaya Barat
Graha Natura Siap Huni,6750000000,375.0,400.0,4.0,4.0,2.0,1.0,Unfurnished,1,0,"Sambikerep, Surabaya",-7.27993,-7.27993,https://www.rumah123.com/properti/surabaya-sambikerep/graha-natura-hos42129419/,rumah123,Surabaya Barat
574-Rumah Mewah 2 Lantai Shgblb 285 M2 La Riz Wood Pakuwon Indah,8500000000,252.0,285.0,5.0,4.0,2.0,,Furnished,1,0,"Sambikerep, Surabaya",-7.279971300000001,112.6546522,https://www.rumah123.com/properti/surabaya-sambikerep/574rumah-mewah-2-lantai-shgblb-285-m2-la-riz-wood-pakuwon-indah-hos16753173/,rumah123,Surabaya Barat
"Rumah 2 Lantai LB 550m2 di Imperial Golf Regency, Pakuwon Indah",8200000000,330.0,550.0,5.0,4.0,,,Semi Furnished,1,1,"Sambikerep, Surabaya",-7.279971300000001,112.6546522,https://www.rumah123.com/properti/surabaya-sambikerep/rumah-2-lantai-lb-550m2-di-imperial-golf-regency-pakuwon-indah-hos16753168/,rumah123,Surabaya Barat
Rumah LT 840 m2 LB 1000 m2 di Pakuwon Indah Surabaya,20000000000,840.0,1000.0,4.0,4.0,2.0,,Furnished,0,0,"Sambikerep, Surabaya",-7.279971300000001,112.6546522,https://www.rumah123.com/properti/surabaya-sambikerep/rumah-lt-840-m2-lb-1000-m2-di-pakuwon-indah-surabaya-hos16753188/,rumah123,Surabaya Barat
"Rumah 2,5 Lantai LT 350 m2 12,5x28 LB 500 m2 di VBR 3 Pakuwon Indah Surabaya",11250000000,350.0,500.0,5.0,5.0,2.0,,Unfurnished,0,0,"Sambikerep, Surabaya",-7.279971300000001,112.6546522,https://www.rumah123.com/properti/surabaya-sambikerep/rumah-25-lantai-lt-350-m2-125x28-lb-500-m2-di-vbr-3-pakuwon-indah-surabaya-hos16753163/,rumah123,Surabaya Barat
Murah... Rumah Citraland Utama 2 Lantai International Village,3800000000,210.0,300.0,5.0,5.0,2.0,2.0,Semi Furnished,1,0,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/murah-rumah-citraland-utama-2-lantai-international-village-hos42064747/,rumah123,Surabaya Barat
Rumah Cluster Oakwood Park Type Arizona Semi Furnish,2750000000,120.0,153.0,3.0,3.0,2.0,1.0,Unfurnished,0,0,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/rumah-cluster-oakwood-park-type-arizona-semi-furnish-hos42064814/,rumah123,Surabaya Barat
"Murah! Villa Sentra Raya Citraland - Baru Renovasi, Siap Huni, SHM",3500000000,160.0,220.0,4.0,4.0,2.0,1.0,Unfurnished,0,0,"Sambikerep, Surabaya",-7.288034689183888,112.65104089924358,https://www.rumah123.com/properti/surabaya-sambikerep/fire-murah-villa-sentra-raya-citraland-baru-renovasi-siap-huni-shm-fire-hos42019839/,rumah123,Surabaya Barat
Dijual Rumah Lelang 27 Agustus 2026 Jl Made 29 Sambikerep,2100000000,382.0,300.0,3.0,2.0,2.0,1.0,Unfurnished,0,0,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/dijual-rumah-lelang-27-agustus-2026-jl-made-29-sambikerep-hos42146550/,rumah123,Surabaya Barat
Dijual Rumah Kondisi Bagus di Graha Natura Edenia (V A),2000000000,90.0,74.0,2.0,2.0,2.0,1.0,Unfurnished,1,1,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/dijual-rumah-kondisi-bagus-di-graha-natura-edenia-v-a-hos42146239/,rumah123,Surabaya Barat
Jual Rmh Dibgi Citraland Surabaya Barat,10500000000,300.0,665.0,4.0,5.0,3.0,1.0,Unfurnished,1,0,"Sambikerep, Surabaya",-7.27993,-7.27993,https://www.rumah123.com/properti/surabaya-sambikerep/jual-rumah-dibgi-citraland-surabaya-barat-hos42129870/,rumah123,Surabaya Barat
Rumah di Raya Jelidro Sambikerep Surabaya,7000000000,245.0,245.0,,,1.0,,Unfurnished,0,0,"Sambikerep, Surabaya",-7.27993,112.65465,https://www.rumah123.com/properti/surabaya-sambikerep/rumah-di-raya-jelidro-sambikerep-surabaya-hos42080772/,rumah123,Surabaya Barat
Murah! Dijual Rumah Baru Gress 2Lantai Jln Jelidro Hanya 600Jt Deket Alam Galaxy dan Graha Natura Surabaya Baratr,600000000,42.0,58.0,2.0,2.0,2.0,1.0,Unfurnished,0,0,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/murah-dijual-eumah-baru-gress-2lantai-jln-jelidro-hanya-600jt-deket-alam-galaxy-dan-graha-natura-surabaya-barat-hos42128914/,rumah123,Surabaya Barat
Dijual Rmh di Graha Natura,5100000000,144.0,240.0,4.0,5.0,2.0,,Unfurnished,0,0,"Sambikerep, Surabaya",-7.27993,-7.27993,https://www.rumah123.com/properti/surabaya-sambikerep/dijual-rumah-digraha-natura-surabaya-barat-hos41606708/,rumah123,Surabaya Barat
Dijual Rumah Hitung Tanah Saja Termurah dan Nego di Kawasan Dukuh Menanggal Surabaya,3200000000,230.0,180.0,2.0,2.0,2,1.0,Unfurnished,1,0,"Gayungan, Surabaya",-7.33,112.726021,https://www.rumah123.com/properti/surabaya-gayungan/dijual-rumah-hitung-tanah-saja-termurah-dan-nego-di-kawasan-dukuh-menanggal-surabaya-hos41623097/,rumah123,Surabaya Selatan
"Rumah Kost Eksklusif Seperti Hotel, Dekat UK Petra, Surabaya",18000000000,450.0,2730.0,89.0,89.0,6,,Bagus Sekali,0,0,"Gayungan, Surabaya",,,https://www.rumah123.com/properti/surabaya-gayungan/rumah-kost-eksklusif-seperti-hotel-dekat-uk-petra-surabaya-hos15504722/,rumah123,Surabaya Selatan
Dijual Rumah Jemursari Regency 2 Lantai Siap Huni,3500000000,160.0,214.0,3.0,2.0,2,1.0,Unfurnished,0,0,"Gayungan, Surabaya",-7.33,112.726021,https://www.rumah123.com/properti/surabaya-gayungan/dijual-rumah-jemursari-regency-2-lantai-siap-huni-hos42019744/,rumah123,Surabaya Selatan
Rumah Baru Gress Minimalis Gayungkebonsari,4300000000,189.0,260.0,4.0,3.0,2,,Unfurnished,0,0,"Gayungan, Surabaya",-7.33,112.72602,https://www.rumah123.com/properti/surabaya-gayungan/rumah-baru-gress-minimalis-gayungkebonsari-hos10435607/,rumah123,Surabaya Selatan
"461/Rumah Super Mewah,Kolam Renang Terekonomis,Strategis,Cctv,Bisa Nego Lg",5300000000,300.0,600.0,,,1,,Furnished,1,1,"Gayungan, Surabaya",-7.329999923706055,112.72602081298828,https://www.rumah123.com/properti/surabaya-gayungan/461rumah-super-mewahkolam-renang-terekonomisstrategiscctvbisa-nego-lg-hos18570321/,rumah123,Surabaya Selatan
Rumah Graha Indah Gayungan Sby,2000000000,136.0,126.0,2.0,2.0,2,2.0,Unfurnished,1,0,"Gayungan, Surabaya",-7.33,112.726021,https://www.rumah123.com/properti/surabaya-gayungan/rumah-graha-indah-gayungan-sby-hos42000659/,rumah123,Surabaya Selatan
Rumah Kebonsari Elveka Gayungan Strategis Siap Huni,3000000000,272.0,450.0,4.0,3.0,2,,Unfurnished,1,0,"Gayungan, Surabaya",-7.33,112.726021,https://www.rumah123.com/properti/surabaya-gayungan/rumah-kebonsari-elveka-gayungan-strategis-siap-huni-hos41914164/,rumah123,Surabaya Selatan
"200 Meter ke Masjid Al Akbar! Rumah Baru Premium 2 Lantai LT 137,5M², 4+2 KT, Carport 3 Mobil di Gayungsari Surabaya",3100000000,137.0,225.0,4.0,3.0,2,3.0,Unfurnished,1,0,"Gayungan, Surabaya",-7.33,112.726021,https://www.rumah123.com/properti/surabaya-gayungan/200-meter-ke-masjid-al-akbar-rumah-baru-premium-2-lantai-lt-1375m-42-kt-carport-3-mobil-di-gayungsari-surabaya-hos41960149/,rumah123,Surabaya Selatan
Dijual Rumah Second 2 T Terawat,5500000000,350.0,250.0,3.0,3.0,2,2.0,Furnished,1,1,"Gayungan, Surabaya",-7.33,112.726021,https://www.rumah123.com/properti/surabaya-gayungan/dijual-rumah-second-2-t-terawat-hos40843222/,rumah123,Surabaya Selatan
* Modern Tropical Luxury di Gayungsari Barat *,3090000000,137.0,225.0,4.0,3.0,2,,Unfurnished,1,0,"Gayungan, Surabaya",-7.33,112.72602,https://www.rumah123.com/properti/surabaya-gayungan/modern-tropical-luxury-di-gayungsari-barat-hos41930267/,rumah123,Surabaya Selatan
Dijual Rumah Luxury Italian Marble The Gayungsari,6500000000,198.0,300.0,4.0,2.0,2,2.0,Furnished,1,0,"Gayungan, Surabaya",-7.33,112.72602,https://www.rumah123.com/properti/surabaya-gayungan/dijual-rumah-luxury-italian-marble-the-gayungsari-hos41952788/,rumah123,Surabaya Selatan
Ada Private Pool Rumah Modern Minimalis 2 Lantai The Gayungsari Surabaya Dkt Masjid Agung Dan Sekolah Al Hikmah,8000000000,225.0,400.0,4.0,4.0,2,3.0,Furnished,1,0,"Gayungan, Surabaya",-7.33,112.72602,https://www.rumah123.com/properti/surabaya-gayungan/ada-private-pool-rumah-modern-minimalis-2-lantai-the-gayungsari-surabaya-dkt-masjid-agung-dan-sekolah-al-hikmah-hos13395931/,rumah123,Surabaya Selatan
"Rumah Ketintang Timur Posisi Hook, Dekat Royal Plaza",5000000000,200.0,350.0,8.0,6.0,2,,Unfurnished,0,0,"Gayungan, Surabaya",-7.33,-7.33,https://www.rumah123.com/properti/surabaya-gayungan/rumah-ketintang-timur-posisi-hook-dekat-royal-plaza-hos40656993/,rumah123,Surabaya Selatan
Di Jual Rumah Baru di Gayung Sari Barat Ready Hanya 2 Unit SHM Bw 484,3100000000,137.0,255.0,4.0,3.0,2,3.0,Unfurnished,0,0,"Gayungan, Surabaya",-7.33,112.726021,https://www.rumah123.com/properti/surabaya-gayungan/di-jual-rumah-baru-di-gayung-sari-barat-ready-hanya-2-unit-shm-bw-484-hos41907504/,rumah123,Surabaya Selatan
"Rumah Selatan Surabaya Dekat Trans Icon, Legalitas SHM",1090000000,112.0,75.0,3.0,1.0,1,2.0,Unfurnished,0,0,"Gayungan, Surabaya",-7.33,112.726021,https://www.rumah123.com/properti/surabaya-gayungan/rumah-selatan-surabaya-dekat-trans-icon-legalitas-shm-hos41874977/,rumah123,Surabaya Selatan
Dijual/Disewakan Rumah Siap Huni Sangat Terawat Full Furnished Jati di Menanggal,2300000000,135.0,200.0,4.0,4.0,2,1.0,Furnished,0,0,"Gayungan, Surabaya",-7.33,112.726021,https://www.rumah123.com/properti/surabaya-gayungan/dijualdisewakan-rumah-siap-huni-sangat-terawat-full-furnished-jati-di-menanggal-hos41905370/,rumah123,Surabaya Selatan
Rumah 2 Lantai Gayungsari Barat Dekat Masjid Agung Hadap Timur,9300000000,400.0,450.0,7.0,7.0,2,1.0,Furnished,1,1,"Gayungan, Surabaya",-7.33,112.726021,https://www.rumah123.com/properti/surabaya-gayungan/rumah-2-lantai-gayungsari-barat-dekat-masjid-agung-hadap-timur-hos41772046/,rumah123,Surabaya Selatan
Rumah 2 Lantai Taman Gayungsari Dekat Masjid Agung Dbl Grahapena,4050000000,186.0,250.0,4.0,3.0,2,2.0,Unfurnished,1,1,"Gayungan, Surabaya",-7.33,112.726021,https://www.rumah123.com/properti/surabaya-gayungan/rumah-2-lantai-taman-gayungsari-dekat-masjid-agung-dbl-grahapena-hos40644467/,rumah123,Surabaya Selatan
Tawar Saja Sampai Deal Rumah 2 Lantai Wisma Menanggal Surabaya 2 Lantai Harga 1m An Nego,1700000000,90.0,140.0,5.0,3.0,2,2.0,Unfurnished,1,1,"Gayungan, Surabaya",-7.33,112.72602,https://www.rumah123.com/properti/surabaya-gayungan/tawar-saja-sampai-deal-rumah-2-lantai-wisma-menanggal-surabaya-2-lantai-harga-1m-an-nego-hos18894989/,rumah123,Surabaya Selatan
Rumah di Jalan Gayungsari Barat,2500000000,175.0,150.0,1.0,2.0,2,,Unfurnished,0,0,"Gayungan, Surabaya",-7.33,112.726021,https://www.rumah123.com/properti/surabaya-gayungan/rumah-di-jalan-gayungsari-barat-hos41819943/,rumah123,Surabaya Selatan
Rumah Mewah Minimalis di Tenggilis Permai Selangkah Dari Jemursari Dkt Merr,2500000000,368.0,500.0,5,5,2,,Unfurnished,1,1,"Tenggilis Mejoyo, Surabaya",-7.31943,112.75539,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/rumah-mewah-minimalis-di-tenggilis-permai-selangkah-dari-jemursari-dkt-merr-hos42232368/,rumah123,Surabaya Timur
Dijual Rumah New Gress di Tenggilis,1650000000,90.0,145.0,3,3,2,,Unfurnished,0,0,"Tenggilis Mejoyo, Surabaya",-7.31943,-7.31943,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/dijual-rumah-new-gress-di-tenggilis-hos42231220/,rumah123,Surabaya Timur
"Rumah Tenggilis Mejoyo , Listrik 2200 (Token) , Row Jalan 3 Mobil",1850000000,100.0,130.0,3,3,2,,Unfurnished,1,0,"Tenggilis Mejoyo, Surabaya",-7.31943,112.755386,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/rumah-tenggilis-mejoyo-listrik-2200-token-row-jalan-3-mobil-hos42192391/,rumah123,Surabaya Timur
Dijual Rumah Tenggilis Mejoyo Utara Surabaya Ron.a2344,3000000000,200.0,300.0,3,2,2,1.0,Unfurnished,0,0,"Tenggilis Mejoyo, Surabaya",-7.31943,112.755386,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/dijual-rumah-tenggilis-mejoyo-utara-surabaya-rona2344-hos42192108/,rumah123,Surabaya Timur
Dijual Rumah Tenggilis Mejoyo Surabaya Ron.a2375,2400000000,200.0,300.0,8,3,2,2.0,Unfurnished,0,0,"Tenggilis Mejoyo, Surabaya",-7.31943,112.755386,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/dijual-rumah-tenggilis-mejoyo-surabaya-rona2375-hos42192052/,rumah123,Surabaya Timur
Baru dan Siap Huni di Rumah di Surabaya Selatan,1400000000,64.0,115.0,4,4,1,,Unfurnished,0,0,"Tenggilis Mejoyo, Surabaya",-7.321725092677539,112.76111377794967,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/baru-dan-siap-huni-di-rumah-di-surabaya-selatan-hos42191760/,rumah123,Surabaya Timur
Turun Harga!! Dijual Rumah di Kendangsari (Kt),3800000000,386.0,480.0,6,4,2,4.0,Semi Furnished,1,0,"Tenggilis Mejoyo, Surabaya",-7.31943,112.755386,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/turun-harga-dijual-rumah-di-kendangsari-kt-hos42190641/,rumah123,Surabaya Timur
Dijual 2 Unit Rumah Baru Siap Huni Tenggilis,1650000000,90.0,145.0,3,3,2,1.0,Unfurnished,1,1,"Tenggilis Mejoyo, Surabaya",-7.31943,112.75539,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/dijual-2-unit-rumah-baru-siap-huni-tenggilis-hos39020730/,rumah123,Surabaya Timur
Rumah 1 Lantai Kutisari Indah Surabaya Dekat Rungkut Tenggilis,1500000000,105.0,105.0,2,1,1,1.0,Unfurnished,0,0,"Tenggilis Mejoyo, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/rumah-1-lantai-kutisari-indah-surabaya-dekat-rungkut-tenggilis-hos42181021/,rumah123,Surabaya Timur
Dijual Rumah Baru di Tenggilis Utara Dekat Jemursari Surabaya Timur,1200000000,81.0,69.0,3,2,2,1.0,Unfurnished,1,0,"Tenggilis Mejoyo, Surabaya",-7.31943,112.755386,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/dijual-rumah-baru-di-tenggilis-utara-dekat-jemursari-surabaya-timur-hos42190107/,rumah123,Surabaya Timur
Rumah Baru Scandinavian - Konsep Modern di Kutisari Indah Utara,1050000000,67.0,82.0,3,2,2,2.0,Unfurnished,1,1,"Tenggilis Mejoyo, Surabaya",-7.33837994,112.7508581,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/rumah-baru-scandinavian-konsep-modern-di-kutisari-indah-utara-hos42189948/,rumah123,Surabaya Timur
"New, Smart Home, Tenggilis Mejoyo",2400000000,120.0,160.0,3,3,2,2.0,Unfurnished,0,0,"Tenggilis Mejoyo, Surabaya",-7.31943,112.755386,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/new-smart-home-tenggilis-mejoyo-hos42189225/,rumah123,Surabaya Timur
