judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,keamanan,taman,alamat_teks,latitude,longitude,url_listing,sumber_data
Dijual Rumah Graha Family Golf View Lengkap dengan Pool,43500000000,900.0,850.0,7,7,2.0,1.0,Unfurnished,1,0,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/dijual-rumah-graha-family-golf-view-lengkap-dengan-pool-hos42392164/,rumah123
Rumah di Puri Mas Surabaya For Sale,2500000000,144.0,144.0,3,3,2.0,1.0,,1,0,"Gunung Anyar, Surabaya",,,https://www.rumah123.com/properti/surabaya-gunung-anyar/rumah-di-puri-mas-surabaya-for-sale-hos42394420/,rumah123
"Rumah Siap Huni 4+1 KT, One Gate, Kutisari Indah Utara Surabaya",1720000000,153.0,120.0,5,3,1.0,1.0,,1,0,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/rumah-siap-huni-41-kt-one-gate-kutisari-indah-utara-surabaya-hos42163932/,rumah123
"Rumah di Citraland Dekat Gwalk, Superindo, Ciputra School",10500000000,396.0,600.0,5,5,2.0,2.0,Unfurnished,1,1,"Citraland, Surabaya",-7.309354,-7.309354,https://www.rumah123.com/properti/surabaya-citraland/rumah-baru-renovasi-di-citraland-surabaya-hos42082823/,rumah123
Rumah Mewah 2 Lantai Perum Rungkut Harapan Raya Merr,1750000000,120.0,150.0,4,3,2.0,1.0,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.80023,https://www.rumah123.com/properti/surabaya-rungkut/rumah-mewah-2-lantai-perum-rungkut-harapan-raya-merr-hos39299813/,rumah123
"Dijual Rumah 2 Lantai Perumahan Graha Family Blok U, Surabaya Barat",13500000000,487.0,600.0,5,5,2.0,2.0,Unfurnished,1,0,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/dijual-rumah-2-lantai-perumahan-graha-family-blok-u-surabaya-barat-hos42300643/,rumah123
"Dijual Rumah Mewah Margorejo Indah, Surabaya",21000000000,972.0,881.0,7,4,2.0,2.0,Unfurnished,1,0,"Margorejo, Surabaya",-7.3122,112.741096,https://www.rumah123.com/properti/surabaya-margorejo/dijual-rumah-mewah-margorejo-indah-surabaya-hos42029265/,rumah123
"Dijual Rumah Mewah Perumahan Pakuwon Indah Cluster Imperial Hills, Surabaya Barat",110000000000,2500.0,2500.0,10,13,2.0,5.0,Furnished,1,0,"Pakuwon Indah, Surabaya",-7.28921,112.674469,https://www.rumah123.com/properti/surabaya-pakuwon-indah/dijual-rumahmewah-perumahan-pakuwon-indah-cluster-imperial-hills-surabaya-barat-hos42023637/,rumah123
Dijual Rumah Galaxi Bumi Permai Tahap1 Minimalis Modern Siap Huni,7000000000,240.0,400.0,4,5,3.0,,Unfurnished,1,0,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/dijual-rumah-galaxi-bumi-permai-tahap1-minimalis-modern-siap-huni-hos42101647/,rumah123
Citraland Bgi Bukit Golf Minimalis Tropical Mewah Baru 7.95M Nego,7950000000,300.0,400.0,4,4,2.0,2.0,Furnished,1,1,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/citraland-bgi-bukit-golf-minimalis-tropical-mewah-baru-795m-nego-hos42348527/,rumah123
Rumah Asri Siap Huni di Pantai Mentari - Ocean Park di Kenjeran Surabaya,1950000000,153.0,96.0,3,2,1.0,1.0,,0,0,"Kenjeran, Surabaya",-7.23563,112.786163,https://www.rumah123.com/properti/surabaya-kenjeran/rumah-asri-siap-huni-di-pantai-mentari-kenjeran-hos42348903/,rumah123
Rumah 2 Lantai di Prapen Jemursari Surabaya,1500000000,57.0,112.0,3,3,2.0,1.0,Unfurnished,1,0,"Panjang Jiwo, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-panjang-jiwo/rumah-2-lantai-di-prapen-jemursari-surabaya-hos42292600/,rumah123
Rumah Cantik Nol DP Rungkut,495000000,54.0,48.0,2,1,,1.0,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.80023,https://www.rumah123.com/properti/surabaya-rungkut/rumah-cantik-nol-dp-rungkut-hos17388209/,rumah123
Rumah Cantik Perum Bumi Wonorejo Asri,665000000,72.0,60.0,3,1,1,1.0,Unfurnished,0,0,"Rungkut, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-rungkut/rumah-cantik-perum-bumi-wonorejo-asri-hos42230694/,rumah123
Rumah Baru 2 Lantai SHM 3 Kamar di Bumi Wonorejo Asri Surabaya,770000000,60.0,77.0,3,2,2,1.0,,1,0,"Rungkut, Surabaya",-7.271274,112.731598,https://www.rumah123.com/properti/surabaya-wonorejo/rumah-baru-2-lantai-shm-3kt-di-bumi-wonorejo-asri-surabaya-hos42230691/,rumah123
Jual Rumah Taman Pondok Indah Wiyung 2 Lantai,1200000000,96.0,105.0,4,3,2,,Unfurnished,0,1,"Wiyung, Surabaya",-7.31097,-7.31097,https://www.rumah123.com/properti/surabaya-wiyung/wiyung-hos42183230/,rumah123
Dijual Rumah Greenlake Lakarsantri Surabaya Lokasi Strategis,2600000000,120.0,100.0,4,4,2,1.0,Semi Furnished,1,0,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/dijual-rumah-greenlake-lakarsantri-surabaya-lokasi-strategis-hos42389969/,rumah123
Dijual Citraland Rumah Cantik New Minimalis 2 Lantai Woodland,4300000000,153.0,240.0,4,4,2,1.0,Unfurnished,1,1,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/dijual-citraland-rumah-cantik-new-minimalis-2-lantai-woodland-hos42358537/,rumah123
Dijual Via Lelang Rumah Modern Kebraon Wiyung,150000000,60.0,120.0,3,1,2,1.0,Unfurnished,0,0,"Wiyung, Surabaya",-7.31097,112.698067,https://www.rumah123.com/properti/surabaya-wiyung/dijual-via-lelang-rumah-modern-kebraon-wiyung-hos42372539/,rumah123
Dijual Via Lelang Rumah Tinggal Komplek Perum. Pantai Mentari,1120000000,120.0,80.0,3,2,1,,Unfurnished,0,0,"Kenjeran, Surabaya",-7.23563,112.786163,https://www.rumah123.com/properti/surabaya-kenjeran/dijual-via-lelang-rumah-tinggal-komplek-perum-pantai-mentari-hos42377488/,rumah123
Rumah Mewah Wonorejo Selatan Rungkut,800000000,100.0,70.0,3,2,1,1.0,Unfurnished,0,1,"Rungkut, Surabaya",-7.31434,112.80023,https://www.rumah123.com/properti/surabaya-rungkut/rumah-mewah-wonorejo-selatan-rungkut-hos19153494/,rumah123
2 Rumah Gandeng Area Manyar Kertoarjo Dharmahusada Indah Kertajaya Indah Fnl,2300000000,416.0,303.0,11,9,1,,,0,0,"Dharma Husada, Surabaya",-7.26661,112.768181,https://www.rumah123.com/properti/surabaya-dharma-husada/2-rumah-gandeng-area-manyar-kertoarjo-dharmahusada-indah-kertajaya-indah-fnl-hos41775572/,rumah123
"Dijual Cepat Rumah Terawat Manyar Kertoarjo, Surabaya Timur",10500000000,510.0,880.0,5,6,2,2.0,Unfurnished,1,0,"Manyar, Surabaya",-7.28724,112.739052,https://www.rumah123.com/properti/surabaya-manyar/dijual-cepat-rumah-terawat-manyar-kertoarjo-surabaya-timur-hos42071280/,rumah123
"Dijual Rumah 2 Lantai Dharmahusada Utara, Surabaya Timur",15500000000,1150.0,800.0,6,7,1,2.0,Unfurnished,1,0,"Mulyosari, Surabaya",-7.26556,112.796494,https://www.rumah123.com/properti/surabaya-mulyosari/dijual-rumah-2-lantai-dharmahusada-utara-surabaya-timur-hos42293436/,rumah123
"Dijual Rumah 2 Lantai Siap Huni Grand Island Pakuwon City, Surabaya Timur",12500000000,324.0,411.0,5,5,2,2.0,Unfurnished,1,0,"Pakuwon City, Surabaya",-7.28917,112.67556,https://www.rumah123.com/properti/surabaya-pakuwon-city/dijual-rumah-2-lantai-siap-huni-grand-island-pakuwon-city-surabaya-timur-hos42215310/,rumah123
Rumah Baru di Wonorejo Selatan Dekat Superindo Merr Rungkut,875000000,95.0,60.0,3,2,1,1.0,Unfurnished,1,1,"Rungkut, Surabaya",-7.31434,112.80023,https://www.rumah123.com/properti/surabaya-rungkut/rumah-baru-di-wonorejo-selatan-dekat-superindo-merr-rungkut-hos17949159/,rumah123
Rumah Usaha Pasti Murah Hanya 7 Juta M2 Jalan Kembar Area Jemursari Prapen Indah Tenggilis Mejoyo Kendangsari Surabaya,3600000000,525.0,400.0,7,5,2,3.0,Semi Furnished,0,0,"Jemursari, Surabaya",-7.32428,112.74173,https://www.rumah123.com/properti/surabaya-jemursari/rumah-usaha-hanya-7-juta-m2-jalan-kembar-area-jemursari-prapen-indah-tenggilis-mejoyo-kendangsari-surabaya-hos42337460/,rumah123
Rumah Mewah Perumahan Rungkut Barata,1050000000,75.0,100.0,3,2,2,2.0,Unfurnished,1,1,"Rungkut, Surabaya",-7.31434,112.80023,https://www.rumah123.com/properti/surabaya-rungkut/rumah-mewah-perumahan-rungkut-mapan-dp-minim-hos18758594/,rumah123
Rumah Minimalis Modern Graha Family 4Man Murah Sebelah Pakuwon,4990000000,180.0,240.0,3,3,2,,Semi Furnished,1,0,"Graha, Surabaya",-7.257472,112.75209,https://www.rumah123.com/properti/surabaya-graha/rumah-minimalis-modern-graha-family-4man-murah-sebelah-pakuwon-hos41839451/,rumah123
Rumah Dian Istana Park Avenue Under Market Price Paling Murah,3900000000,160.0,178.0,3,3,2,,Semi Furnished,1,0,"Graha, Surabaya",-7.257472,112.75209,https://www.rumah123.com/properti/surabaya-graha/rumah-dian-istana-park-avenue-under-market-price-paling-murah-hos42306984/,rumah123
Dijual Rumah Jalan Lombok,17000000000,648.0,521.0,7,6,2,,Unfurnished,0,0,"Ngagel, Surabaya",-7.28744,-7.28744,https://www.rumah123.com/properti/surabaya-ngagel/dijual-rumah-jalan-lombok-hos42341230/,rumah123
Citraland Waterfront,7000000000,240.0,430.0,6,7,2,,Unfurnished,0,0,"Sambikerep, Surabaya",-7.27993,-7.27993,https://www.rumah123.com/properti/surabaya-sambikerep/dijual-rumah-mewah-citraland-waterfront-hos42341027/,rumah123
Di Jual/Di Sewakan Rumah Kinibalu Barat,2700000000,192.0,288.0,4,3,2,,Unfurnished,0,0,"Gubeng, Surabaya",-7.27396,-7.27396,https://www.rumah123.com/properti/surabaya-gubeng/di-jualdi-sewakan-rumah-kinibalu-barat-hos42322615/,rumah123
Jual Rugi Rumah Citraland Murah Banget Yuk Bungkus Luas 12X24,5250000000,288.0,260.0,5.0,5.0,2,,Unfurnished,0,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/jual-rugi-rumah-citraland-murah-banget-yuk-bungkus-luas-12x24-hos42303742/,rumah123
Rumah 1 Lantai Siap Huni di Rungkut Asri Barat,2200000000,283.0,175.0,5.0,2.0,1,,,0,1,"Rungkut, Surabaya",-7.31434,-7.31434,https://www.rumah123.com/properti/surabaya-rungkut/rumah-1-lantai-siap-huni-di-rungkut-asri-barat-hos41677503/,rumah123
"Raffles Garden, Split Level Luxury",12000000000,312.0,600.0,5.0,5.0,2,,Semi Furnished,0,1,"Citraland, Surabaya",-7.309354,-7.309354,https://www.rumah123.com/properti/surabaya-citraland/raffles-garden-split-level-luxury-hos40635869/,rumah123
Murah Luas 653 M2 Dijual Rumah Graha Famili Blok D Surabaya - Hook - Full Furnished - Spesial Row Jalan Lebar Istimewa - Baru Renov Cantik Siap Huni,16000000000,653.0,650.0,4.0,4.0,2,2.0,Furnished,1,1,"Dukuh Pakis, Surabaya",-7.29503,112.710739,https://www.rumah123.com/properti/surabaya-dukuh-pakis/murah-luas-653-m2-dijual-rumah-graha-famili-blok-d-surabaya-hook-full-furnished-spesial-row-jalan-lebar-istimewa-hos41487810/,rumah123
"7 Milyar-An Dijual Rumah Baru Pakuwon Indah The Mansion - New American Classic Surabaya Barat - Spesial Attic Rooftop Desain 3 Lantai - Strategis Lokasi Dekat Pakuwon Mall, Graha Family , Citraland",7500000000,180.0,450.0,4.0,5.0,3,2.0,Unfurnished,1,1,"Pakuwon Indah, Surabaya",-7.28921,112.674469,https://www.rumah123.com/properti/surabaya-pakuwon-indah/7-milyaran-dijual-rumah-baru-pakuwon-indah-the-mansion-new-american-classic-surabaya-barat-spesial-attic-rooftop-hos41278879/,rumah123
Dijual Rumah di Grand Pakuwon Cluster South Victoria Semi Furnished,2500000000,128.0,138.0,3.0,2.0,1,2.0,Semi Furnished,0,0,"Pakuwon, Surabaya",-7.289141,112.67572,https://www.rumah123.com/properti/surabaya-pakuwon/dijual-rumah-di-grand-pakuwon-cluster-south-victoria-semi-furnished-hos41586175/,rumah123
Dijual Rumah Lama Jalan Nelayan Pesapen Surabaya Super Strategis!,900000000,70.0,140.0,2.0,1.0,2,,,0,0,"Krembangan, Surabaya",-7.22996,112.724159,https://www.rumah123.com/properti/surabaya-krembangan/dijual-rumah-lama-jalan-nelayan-pesapen-surabaya-super-strategis-hos42228238/,rumah123
Dijual Hunian Elit Wisma Mukti Rumah Gress Minimalis Lokasi Super Strategis di Klampis Nego Tipis,2100000000,87.0,125.0,4.0,3.0,1,,Semi Furnished,1,0,"Semolowaru, Surabaya",-7.30105,112.778557,https://www.rumah123.com/properti/surabaya-semolowaru/dijual-hunian-elit-wisma-mukti-rumah-gress-minimalis-lokasi-super-strategis-di-klampis-nego-tipis-hos41802722/,rumah123
"Free Kanopi Hanya Bulan Ini, Lokasi Strategis New Gress Minimalis Siap Huni Area Mulyosari",1550000000,82.0,115.0,3.0,3.0,2,,Unfurnished,0,0,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/free-kanopi-hanya-bulan-ini-lokasi-strategis-new-gress-minimalis-siap-huni-area-mulyosari-hos42189251/,rumah123
"Free Kanopi Hanya Bulan Ini, Lokasi Strategis New Gress Minimalis Siap Huni Area Mulyosari",1550000000,82.0,115.0,3.0,3.0,2,,Unfurnished,0,0,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/free-kanopi-hanya-bulan-ini-lokasi-strategis-new-gress-minimalis-siap-huni-area-mulyosari-hos42189121/,rumah123
*Turun Harga- Serius Jual Rumah Jemur Andayani Terawat*,2990000000,250.0,204.0,4.0,3.0,2,1.0,Unfurnished,0,1,"Jemursari, Surabaya",-7.32428,112.74173,https://www.rumah123.com/properti/surabaya-jemursari/turun-harga-serius-jual-rumah-jemur-andayani-terawat-hos42043579/,rumah123
Rumah Tinggal Jalan Saronojiwo Iii,1290000000,70.0,81.0,,,1,,Unfurnished,0,0,"Tenggilis Mejoyo, Surabaya",-7.31943,112.755386,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/rumah-tinggal-jalan-saronojiwo-iii-hos42020895/,rumah123
Dijual Via Lelang Rumah Siap Huni di Pantai Mentari Surabaya,1120000000,120.0,120.0,3.0,2.0,1,2.0,Unfurnished,1,1,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/dijual-via-lelang-rumah-siap-huni-di-pantai-mentari-surabaya-hos42015335/,rumah123
Jual Rumah Baru Gress 2 Lantai Pakuwon City Minamalis Modern Sby,8500000000,240.0,400.0,4.0,5.0,2,3.0,Unfurnished,1,1,"Pakuwon City, Surabaya",-7.28917,112.67556,https://www.rumah123.com/properti/surabaya-pakuwon-city/jual-rumah-baru-gress-2-lantai-pakuwon-city-minamalis-modern-sby-hos42246456/,rumah123
Dijual Rumah Araya 1 Surabaya Lokasi Strategis,7350000000,375.0,500.0,6.0,4.0,2,1.0,Unfurnished,1,1,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/dijual-rumah-araya-1-surabaya-lokasi-strategis-hos42383720/,rumah123
Dijual Rumah Cluster Hampton Regency Pantai Mentari,1650000000,102.0,120.0,2.0,1.0,2,1.0,Unfurnished,1,0,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/dijual-rumah-cluster-hampton-regency-pantai-mentari-hos42383945/,rumah123
"Rumah Baru Gress San Diego, Pakuwon City",4000000000,200.0,340.0,4.0,3.0,2,1.0,Unfurnished,0,0,"Pakuwon City, Surabaya",-7.28917,112.67556,https://www.rumah123.com/properti/surabaya-pakuwon-city/rumah-baru-gress-san-diego-pakuwon-city-hos39180284/,rumah123
"Rumah Baru Minimalis Dian Istana Cluster Mocca Verbana, Surabaya Barat",3250000000,103.0,160.0,4.0,3.0,2,1.0,Unfurnished,1,1,"Wiyung, Surabaya",-7.31097,112.69807,https://www.rumah123.com/properti/surabaya-wiyung/rumah-baru-minimalis-dian-istana-cluster-mocca-verbana-surabaya-barat-hos19084207/,rumah123
Rumah Mewah Graha Famili Dekat Loop & Pakuwonmall,7200000000,266.0,309.0,4.0,3.0,2,2.0,Semi Furnished,1,1,"Graha, Surabaya",-7.257472,112.75209,https://www.rumah123.com/properti/surabaya-graha/rumah-mewah-graha-famili-dekat-loop-pakuwonmall-hos42382958/,rumah123
Dijual Cepat Rumah Minimalis Fill Furnished Siap Huni di Greenland Menganti,1900000000,104.0,120.0,4.0,4.0,2,1.0,Furnished,0,0,"Menganti, Surabaya",-7.294023,112.587967,https://www.rumah123.com/properti/surabaya-menganti/dijual-cepat-rumah-minimalis-fill-furnished-siap-huni-di-greenland-menganti-hos42371081/,rumah123
"Dijual Rumah Area Komersial Raya Satelit, Surabaya Barat",10500000000,600.0,870.0,8,4,2.0,1.0,Unfurnished,1,0,"Sukomanunggal, Surabaya",-7.26548,112.698799,https://www.rumah123.com/properti/surabaya-sukomanunggal/dijual-rumah-area-komersial-raya-satelit-surabaya-barat-hos42204489/,rumah123
Dijual Rumah Mewah 2 Lantai Lokasi Premium Surabaya Timur. Daerah Kertajaya Indah,37000000000,1834.0,571.0,6,7,2.0,2.0,Unfurnished,1,1,"kertajaya, Surabaya",-7.282603,112.755432,https://www.rumah123.com/properti/surabaya-kertajaya/dijual-rumah-mewah-2-lantai-lokasi-premium-surabaya-timur-daerah-kertajaya-indah-hos41951343/,rumah123
RUMAH BESAR NYAMAN  JLN. ARGOPURO SURABAYA PUSAT.,14500000000,620.0,600.0,4,4,,,,0,0,"Sawahan, Surabaya",,,https://www.rumah123.com/properti/surabaya-sawahan/rumah-besar-nyaman-jln-argopuro-surabaya-pusat-hos9017457/,rumah123
Dijual Murah Via Lelang Perumahan Green Semanggi Mangrove,838000000,108.0,120.0,3,1,2.0,1.0,Unfurnished,1,1,"Rungkut, Surabaya",-7.309274179831604,112.81397707264546,https://www.rumah123.com/properti/surabaya-rungkut/lelang-1-april-2026-perumahan-green-semanggi-mangrove-hos41230970/,rumah123
Dijual Rumah Baru Murah 2 LT Wiyung Surabaya Mepet Graha Famili,3000000000,126.0,158.0,3,3,2.0,2.0,Unfurnished,1,1,"Wiyung, Surabaya",-7.31097,112.698067,https://www.rumah123.com/properti/surabaya-wiyung/dijual-rumah-baru-murah-2-lt-wiyung-surabaya-mepet-graha-famili-hos42336326/,rumah123
Dijual Rumah Mepet Graha Famili Surabaya Free Kanopi & 3 Ac Murah,2600000000,105.0,140.0,3,3,2.0,2.0,Unfurnished,1,1,"Wiyung, Surabaya",-7.31097,112.698067,https://www.rumah123.com/properti/surabaya-wiyung/dijual-rumah-mepet-graha-famili-surabaya-free-kanopi-3-ac-murah-hos42336672/,rumah123
Rumah Hitung Tanah Jln Biliton Pusat Kota Dimensi 12X45 Meter Bangunan 1 Lantai Dekat Stasiun Gubeng,14000000000,540.0,500.0,2,1,1.0,4.0,Unfurnished,0,0,"Gubeng, Surabaya",-7.271999100118336,112.75054085070241,https://www.rumah123.com/properti/surabaya-gubeng/rumah-hitung-tanah-jln-biliton-pusat-kota-dimensi-12x45-meter-bangunan-1-lantai-dekat-stasiun-gubeng-hos41856117/,rumah123
Dijual Rumah Baruk Utara Strategis Selangkah Menuju Merr,1700000000,180.0,116.0,2,1,1.0,1.0,Unfurnished,1,1,"Rungkut, Surabaya",-7.31434,112.80023,https://www.rumah123.com/properti/surabaya-rungkut/dijual-rumah-baruk-utara-strategis-selangkah-menuju-merr-hos17446573/,rumah123
Dijual Rumah Graha Family Golf View Lengkap dengan Pool,43500000000,900.0,850.0,5,5,2.0,2.0,Semi Furnished,1,1,"Wiyung, Surabaya",-7.31097,112.698067,https://www.rumah123.com/properti/surabaya-wiyung/dijual-rumah-graha-family-golf-view-lengkap-dengan-pool-hos39504676/,rumah123
Dijual Rumah Bukit Golf Citraland Ge 6/10 Surabaya Jawa Timur,9500000000,300.0,500.0,5,6,2.0,2.0,Semi Furnished,1,1,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/dijual-rumah-bukit-golf-citraland-ge-610-surabaya-jawa-timur-hos42297895/,rumah123
Dijual Rumah Alam Hijau Surabaya Jawa Timur,3300000000,120.0,95.0,4,4,2.0,2.0,Unfurnished,1,0,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/dijual-rumah-alam-hijau-f116-surabaya-jawa-timur-hos42298948/,rumah123
Rumah Siap Huni Dekat Citraland Free Furnish Beli Sekarang Bayar Mulai 2028,720000000,60.0,48.0,2,1,,1.0,Furnished,1,1,"Menganti, Surabaya",-7.2940226,112.5879679,https://www.rumah123.com/properti/surabaya-menganti/rumah-siap-huni-free-furnish-beli-sekarang-bayar-mulai-2028-hos42251716/,rumah123
Murah Hanya Bulan Ini Baru Gress Amesta Living,950000000,84.0,90.0,3,2,2.0,,Unfurnished,0,0,"Gununganyar, Surabaya",-7.33182,-7.33182,https://www.rumah123.com/properti/surabaya-gununganyar/murah-under-market-amesta-living-dkt-merr-upn-hos41892927/,rumah123
Cw02. Jual Rumah Mewah Waterfront Citraland Surabaya Barat,6500000000,240.0,384.0,6,4,2.0,2.0,Unfurnished,1,1,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/cw02-jual-rumah-mewah-waterfront-citraland-surabaya-barat-hos42238450/,rumah123
2072. Dijual Rumah Siap Huni Manyar Tirtomoyo Sukolilo Surabaya,4300000000,269.0,200.0,3,2,1.0,1.0,Semi Furnished,1,0,"Sukolilo, Surabaya",-7.28813,112.802902,https://www.rumah123.com/properti/surabaya-sukolilo/2072-dijual-rumah-siap-huni-semi-furnish-raya-manyar-tirtomoyo-sukolilo-hos41616295/,rumah123
Rumah Area Kusuma Bangsa Tambak Sari Pacar Kelingambengan Fnl,3400000000,265.0,2.0,5,3,1.0,,,0,0,"Ambengan, Surabaya",-7.25597,112.748199,https://www.rumah123.com/properti/surabaya-ambengan/rumah-di-area-kusuma-bangsa-kesumba-ambengan-fnl-hos42225636/,rumah123
Rumah Termurah Gila Dharmahusada Indah Manyar Kertoarjo Surabaya,2300000000,400.0,300.0,4,2,2.0,1.0,Semi Furnished,0,0,"Dharma Husada, Surabaya",-7.26661,112.768181,https://www.rumah123.com/properti/surabaya-dharma-husada/rumah-termurah-gila-dharmahusada-indah-manyar-kertoarjo-surabaya-hos39711353/,rumah123
Dijual Rumah Baru DP Ringan Rungkut Surabaya,875000000,100.0,65.0,3,2,1.0,1.0,Unfurnished,0,0,"Rungkut Industri, Surabaya",-7.32676,112.754173,https://www.rumah123.com/properti/surabaya-rungkut-industri/rumah-baru-siap-huni-dp-ringan-rungkut-surabaya-hos42172235/,rumah123
