judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,kecamatan,jarak_ke_pusat_kota,rasio_bangunan_tanah,luas_bangunan_per_lantai,sumber_data
Dijual Cepat Rumah di Lebak Jaya,699000000,53.0,53.0,2.0,1.0,1.0,1.0,Unfurnished,Kenjeran,4.48,1.0,53.0,rumah123
Dijual rumah di Babatan Pantai (2 lantai),1500000000,102.0,100.0,3.0,2.0,1.0,1.0,Unfurnished,Kenjeran,4.48,0.9803921568627451,100.0,rumah123
Jual Rumah Minimalis 3 KT di Tanah Kali Kedinding Surabaya Murah,600000000,96.0,96.0,3.0,1.0,1.0,1.0,Unfurnished,Kenjeran,4.1,1.0,96.0,rumah123
Rumah Baru Bulak Setro Kenjeran Surabaya,400000000,65.0,120.0,2.0,2.0,2.0,,Unfurnished,Kenjeran,4.48,1.8461538461538463,60.0,rumah123
Jual Rumah Baru American Style Dekat Pakuwon City Row Jalan 6 Mobil,3150000000,130.0,170.0,4.0,3.0,2.0,2.0,Unfurnished,Kenjeran,4.48,1.3076923076923077,85.0,rumah123
"Rumah, 2 Lantai The Grand Kenjeran Pinewood Full Furnish",3900000000,160.0,210.0,4.0,4.0,2.0,1.0,Furnished,Kenjeran,4.21,1.3125,105.0,rumah123
"Rumah Kenjeran Surabaya - Jalan Lebar, Cocok untuk Hunian",2300000000,216.0,200.0,4.0,3.0,1.0,,Unfurnished,Kenjeran,5.22,0.9259259259259259,200.0,rumah123
"Rumah,Lebak,Kenjeran,Surabayatimur",2200000000,216.0,200.0,4.0,3.0,2.0,2.0,Unfurnished,Kenjeran,4.05,0.9259259259259259,100.0,rumah123
Rumah Lama Hitung Tanah Lebak Indah Asri Dekat Kenjeran,825000000,117.0,80.0,2.0,1.0,1.0,,Unfurnished,Kenjeran,4.48,0.6837606837606838,80.0,rumah123
Rumah Baru Gress Babatan Pantai 4 Kamar Tidur Hanya 2Man,2850000000,150.0,210.0,4.0,4.0,2.0,,Unfurnished,Kenjeran,4.48,1.4,105.0,rumah123
Rumah Baru Gress Minimalis Mewah Babatan Pantai 3Man Saja,3450000000,153.0,230.0,4.0,3.0,2.0,,Unfurnished,Kenjeran,4.48,1.5032679738562091,115.0,rumah123
Dijual Rumah 2 Lantai Perumahan Pantai Mentari,1450000000,143.0,200.0,5.0,3.0,2.0,1.0,Semi Furnished,Kenjeran,4.48,1.3986013986013985,100.0,rumah123
Rumah 2 Lantai Pantai Mentari Cluster The Hampton,1650000000,102.0,120.0,2.0,1.0,2.0,1.0,Semi Furnished,Kenjeran,4.48,1.1764705882352942,60.0,rumah123
"Murah Dijual Rumah Hitung Tanah Gading Pantai, Kenjeran, Surabaya",2900000000,343.0,200.0,3.0,2.0,1.0,,Unfurnished,Kenjeran,4.48,0.5830903790087464,200.0,rumah123
Dijual Rumah Bendul Merisi Permai Wonocolo Surabaya,2600000000,240.0,192.0,5.0,3.0,1.0,,Unfurnished,Wonocolo,5.77,0.8,192.0,rumah123
Dijual Rumah Siap Huni Bendul Merisi Surabaya Selatan,1900000000,120.0,130.0,4.0,4.0,2.0,1.0,Unfurnished,Wonocolo,7.93,1.0833333333333333,65.0,rumah123
Dijual Rumah Bendul Merisi Surabaya,3000000000,288.0,250.0,5.0,3.0,2.0,2.0,Unfurnished,Wonocolo,6.91,0.8680555555555556,125.0,rumah123
Dijual Rumah di Sidosermo Dekat Plaza Marina,2200000000,209.0,180.0,3.0,2.0,1.0,1.0,Unfurnished,Wonocolo,7.93,0.861244019138756,180.0,rumah123
1872. Rumah Jalan Margorejo Indah Utara Surabaya,22000000000,1040.0,1100.0,4.0,5.0,2.0,,Unfurnished,Wonocolo,7.93,1.0576923076923077,550.0,rumah123
Dijual Rumah di Jalan Raya Margorejo Surabaya,22000000000,1040.0,1100.0,4.0,6.0,2.0,,Unfurnished,Wonocolo,7.93,1.0576923076923077,550.0,rumah123
Dijual Rumah di Margorejo Indah Surabaya Selatan,13000000000,700.0,1200.0,4.0,4.0,2.0,,Unfurnished,Wonocolo,7.93,1.7142857142857142,600.0,rumah123
rumah bendul merisi,3250000000,273.0,500.0,7.0,7.0,,,Unfurnished,Wonocolo,6.91,1.8315018315018314,,rumah123
Rumah Margorejo Indah Jalan Kembar Surabaya Dekat Jemursari,19500000000,1040.0,880.0,4.0,4.0,2.0,1.0,Unfurnished,Wonocolo,7.93,0.8461538461538461,440.0,rumah123
Dijual Rumah Sidosermo Pdk Ia Surabaya Siap Huni,2500000000,209.0,180.0,4.0,2.0,2.0,1.0,Unfurnished,Wonocolo,7.93,0.861244019138756,90.0,rumah123
Dijual Rumah Sidosermo Pdk Wonocolo Surabaya Ron.a981,4100000000,295.0,392.0,4.0,4.0,2.0,1.0,Semi Furnished,Wonocolo,7.93,1.3288135593220338,196.0,rumah123
RUMAH HITUNG TANAH SIWALANKERTO SURABAYA COCOK UNTUK KOST,1350000000,160.0,100.0,2.0,1.0,1.0,1.0,Unfurnished,Wonocolo,6.91,0.625,100.0,rumah123
Rumah Jemursari Selatan Row 3 Mobil Cocok untuk Kos/Penginapan,6900000000,716.0,1000.0,18.0,18.0,2.0,,Unfurnished,Wonocolo,7.93,1.3966480446927374,500.0,rumah123
Dijual Rumah Sidosermo Pdk I Wonocolo Surabaya,4200000000,360.0,450.0,10.0,5.0,2.0,1.0,Unfurnished,Wonocolo,7.93,1.25,225.0,rumah123
Dijual Rumah Jemursari,3600000000,300.0,170.0,4.0,3.0,1.0,,Semi Furnished,Wonocolo,7.93,0.5666666666666667,170.0,rumah123
Jual Rumah Jemur Andayani Surabaya Selatan 2 Lantai Siap Huni,3600000000,301.0,225.0,5.0,2.0,2.0,1.0,Unfurnished,Wonocolo,6.91,0.7475083056478405,112.5,rumah123
Dijamin Termurah Rumah Tinggal di Jemursari Selangkah ke A Yani Surabaya,6500000000,600.0,250.0,3.0,2.0,1.0,1.0,Unfurnished,Wonocolo,7.93,0.4166666666666667,250.0,rumah123
Dijual Cepat Termurah Rumah Hitung Tanah di Sidosermo Indah SHM Dekat Raya Prapen,2200000000,300.0,200.0,4.0,2.0,1.0,,Unfurnished,Wonocolo,7.93,0.6666666666666666,200.0,rumah123
For Sale Rumah Banyak Kamar Strategis Jemur Andayani Surabaya Kota Aa 42,3800000000,295.0,400.0,12.0,6.0,2.0,,Unfurnished,Wonocolo,7.93,1.3559322033898304,200.0,rumah123
Rumah Simo Hilir Raya Surabaya Siap Huni,2200000000,124.0,124.0,4.0,2.0,1.0,,Unfurnished,Simokerto,2.0,1.0,124.0,rumah123
Dijual 2 Rumah Plus 1 Gudang di Sidodadi Surabaya Utara SHM,3100000000,336.0,402.0,4.0,2.0,2.0,1.0,Unfurnished,Simokerto,2.0,1.1964285714285714,201.0,rumah123
Rumah Mewah Baru 3 Lantai di Jalan Sidoyoso Surabaya,3500000000,300.0,515.0,4.0,2.0,3.0,10.0,Unfurnished,Simokerto,2.0,1.7166666666666666,171.66666666666666,rumah123
Jual Murah Rumah Standar di Jalan Sidoyoso Surabaya,1800000000,300.0,200.0,3.0,2.0,1.0,1.0,Unfurnished,Simokerto,4.05,0.6666666666666666,200.0,rumah123
Rumah Dijual Dijalan Simokerto Surabaya,2300000000,100.0,100.0,1.0,1.0,1.0,,Unfurnished,Simokerto,2.22,1.0,100.0,rumah123
Rumah Pusat Kota Surabaya,1450000000,120.0,200.0,5.0,2.0,2.0,1.0,Unfurnished,Simokerto,2.0,1.6666666666666667,100.0,rumah123
Dijual Rumah Dijalan Sidoyoso Simokerto Surabaya,1500000000,110.0,110.0,3.0,2.0,1.0,,Unfurnished,Simokerto,2.21,1.0,110.0,rumah123
Dijual Rumah Dijalan Simokerto Surabaya,2200000000,178.0,178.0,5.0,1.0,1.0,,Unfurnished,Simokerto,2.0,1.0,178.0,rumah123
Dijual Rumah Simo Sidomulyo Surabaya,2800000000,450.0,450.0,6.0,3.0,1.0,2.0,Unfurnished,Simokerto,1.99,1.0,450.0,rumah123
Rumah Dijual Tambak Bening Simokerto Surabaya,7000000000,400.0,400.0,38.0,38.0,2.0,,Unfurnished,Simokerto,1.49,1.0,200.0,rumah123
Rumah Unfurnish Bagus Di Sidoyoso Rumah Hook 1 Lantai Simokerto,2700000000,468.0,300.0,3.0,2.0,1.0,1.0,Unfurnished,Simokerto,1.99,0.6410256410256411,300.0,rumah123
Dijual Rumah Dijalan Simokerto Surabaya,1300000000,136.0,136.0,3.0,1.0,1.0,,Unfurnished,Simokerto,1.93,1.0,136.0,rumah123
Dijual Rumah Usaha Dijalan Simokerto Surabaya Pusat,2500000000,180.0,180.0,1.0,1.0,1.0,,Unfurnished,Simokerto,2.14,1.0,180.0,rumah123
Dijual Rumah Dijalan Simolawang Surabaya,3500000000,110.0,110.0,3.0,2.0,1.0,,Unfurnished,Simokerto,2.41,1.0,110.0,rumah123
"Rumah di Sidoyoso Surabaya Utara, hadap utara, bisa untuk rumah tinggal / kantor / usaha",2300000000,350.0,200.0,3.0,2.0,,,Unfurnished,Simokerto,1.99,0.5714285714285714,,rumah123
Rumah Tambak Adi Surabaya Murah (VIN.A122),1300000000,78.0,117.0,3.0,2.0,1.0,1.0,Unfurnished,Simokerto,2.0,1.5,117.0,rumah123
Dijual Rumah Simolawang Baru Simokerto Surabaya Ron.a1501,1900000000,170.0,170.0,6.0,3.0,3.0,1.0,Furnished,Simokerto,2.0,1.0,56.666666666666664,rumah123
Dijual Rumah Gembong Sawah Kapasan Simokerto Surabaya Ron.a1499,2850000000,180.0,180.0,4.0,2.0,1.0,2.0,Unfurnished,Simokerto,2.0,1.0,180.0,rumah123
*Dijual Rumah Hitung Tanah Daerah Sidoyoso,6300000000,900.0,900.0,4.0,3.0,1.0,,Unfurnished,Simokerto,2.0,1.0,900.0,rumah123
Jual Rumah Usaha Murah Simokerto Surabaya,1200000000,183.0,180.0,3.0,2.0,1.0,,Unfurnished,Simokerto,2.0,0.9836065573770492,180.0,rumah123
Termurah Di Kelasnya Rumah Jalan Utama Araya Galaxy Bumi Permai,6750000000,375.0,500.0,5.0,3.0,2.0,2.0,Semi Furnished,Sukolilo,4.05,1.3333333333333333,250.0,rumah123
Rumah Mewah Regency 21 Surabaya Timur Dekat Araya Puri Galaxy,11500000000,500.0,770.0,4.0,4.0,2.0,2.0,Unfurnished,Sukolilo,4.05,1.54,385.0,rumah123
Rumah Baru di Wisma Mukti - Hunian Modern & Elegan,2200000000,87.0,130.0,3.0,3.0,2.0,2.0,Unfurnished,Sukolilo,4.43,1.4942528735632183,65.0,rumah123
"Dijual Rumah Mewah Baru Gress Siap Huni, Kertajaya Indah",6500000000,240.0,300.0,5.0,5.0,2.0,2.0,Unfurnished,Sukolilo,6.56,1.25,150.0,rumah123
Dijual Rumah Mewah Siap Huni Dharmahusada,5800000000,240.0,400.0,6.0,4.0,2.0,2.0,Furnished,Sukolilo,6.56,1.6666666666666667,200.0,rumah123
"Dijual Rumah Modern Minimalis Baru Gress, Manyar Rejo",2700000000,120.0,170.0,4.0,3.0,2.0,2.0,Unfurnished,Sukolilo,6.56,1.4166666666666667,85.0,rumah123
"Dijual Rumah Hook Beru Gress, Besar, Luas di Kertajaya Indah",8250000000,352.0,490.0,6.0,7.0,2.0,3.0,Unfurnished,Sukolilo,6.56,1.3920454545454546,245.0,rumah123
"Butuh Cepat Laku ❗ ❗ Dijual Rumah Mewah Open Space, Manyar Kertoarjo",10500000000,510.0,880.0,5.0,6.0,2.0,2.0,Furnished,Sukolilo,6.56,1.7254901960784315,440.0,rumah123
"Rumah Mewah Terawat di Araya Dekat Raya Merr, Its dan Galaxy Mall",7500000000,375.0,500.0,5.0,3.0,2.0,2.0,Semi Furnished,Sukolilo,6.56,1.3333333333333333,250.0,rumah123
Rumah 1 Lantai Semolowaru Dekat Kampus Row Jalan 2 Mobil,775000000,102.0,102.0,3.0,1.0,1.0,1.0,Semi Furnished,Sukolilo,5.25,1.0,102.0,rumah123
"Premium Residence Manyar Kertoadi - American Style, Row 5 Mobil",3850000000,140.0,140.0,4.0,3.0,2.0,2.0,Unfurnished,Sukolilo,4.82,1.0,70.0,rumah123
Rumah Wisma Mukti Surabaya Dekat Jalan Besar Merr,2200000000,87.0,130.0,3.0,3.0,2.0,1.0,Unfurnished,Sukolilo,6.56,1.4942528735632183,65.0,rumah123
Rumah Manyar Kertoadi Dkt Kertajaya Indah dan Dharmahusada Indah,3450000000,240.0,200.0,3.0,2.0,2.0,1.0,Unfurnished,Sukolilo,4.97,0.8333333333333334,100.0,rumah123
Rumah Baru Manyar Tirtoyoso Dkt Klampis dan Ngagel,1950000000,82.0,125.0,3.0,3.0,2.0,2.0,Unfurnished,Sukolilo,4.04,1.524390243902439,62.5,rumah123
"Rumah Baru Manyar Tirtoyoso Dkt Dharmahusada,Araya dan Klampis",2170000000,84.0,135.0,4.0,3.0,2.0,2.0,Unfurnished,Sukolilo,4.04,1.6071428571428572,67.5,rumah123
Rumah Baru Manyar Tirtoyoso Dkt Klampis dan Ngagel,2750000000,112.0,170.0,4.0,4.0,2.0,2.0,Unfurnished,Sukolilo,4.04,1.5178571428571428,85.0,rumah123
Rumah Baru Manyar Tirtoasri Dkt Manyar Indah dan Kertajaya Indah,2150000000,82.0,145.0,3.0,3.0,2.0,2.0,Unfurnished,Sukolilo,3.54,1.7682926829268293,72.5,rumah123
Rumah 2 Lantai Daerah Klampis Semolo Surabaya,4800000000,360.0,600.0,6.0,3.0,2.0,2.0,Unfurnished,Sukolilo,4.97,1.6666666666666667,300.0,rumah123
Dkt Its Oerr Sukolilo Park Regency Row 4 Mbl Jln Paving Utk Kost,1300000000,135.0,90.0,3.0,2.0,1.0,2.0,Semi Furnished,Sukolilo,4.97,0.6666666666666666,90.0,rumah123
Rumah Murah Grand Pakuwon Surabaya,3100000000,144.0,212.0,5.0,4.0,2.0,,Unfurnished,Asemrowo,5.95,1.4722222222222223,106.0,rumah123
Dijual Rumah Dijalan Tambak Asemrowo Surabaya,1500000000,200.0,200.0,3.0,1.0,1.0,,Unfurnished,Asemrowo,4.07,1.0,200.0,rumah123
RUMAH ASEMROWO,5500000000,460.0,700.0,6.0,5.0,,,Unfurnished,Asemrowo,5.95,1.5217391304347827,,rumah123
Dijual Rumah 1 Lantai Perumahan Citra Graha Mandiri Margomulyo Surabaya Barat,590000000,84.0,84.0,3.0,1.0,1.0,1.0,Unfurnished,Asemrowo,8.07,1.0,84.0,rumah123
Perumahan Graha Mandiri ~ Asem Rowo Sby Barat,625000000,84.0,84.0,3.0,1.0,1.0,,Unfurnished,Asemrowo,5.02,1.0,84.0,rumah123
"Barang Murah! Rumah Dijual Asemrowo, Greges 7X12 SHM Full Renov Siap Huni - 625 Juta Nego",625000000,84.0,50.0,3.0,1.0,1.0,1.0,Semi Furnished,Asemrowo,8.07,0.5952380952380952,50.0,rumah123
Perumahan Citra Graha Mandiri ~ Asem Rowo Sby Barat,625000000,84.0,84.0,3.0,1.0,1.0,1.0,Unfurnished,Asemrowo,8.07,1.0,84.0,rumah123
Vin.a583 Rumah Citra Graha Mandiri Asemrowo Surabaya Murah,625000000,84.0,70.0,3.0,1.0,1.0,1.0,Unfurnished,Asemrowo,4.05,0.8333333333333334,70.0,rumah123
Rumah Dijual Dijalan Asem Asemrowo Surabaya,3000000000,314.0,314.0,4.0,2.0,2.0,,Unfurnished,Asemrowo,4.46,1.0,157.0,rumah123
Pakal Madya Asri Baru Gress 2Lt,1300000000,89.0,128.0,3.0,3.0,2.0,,Unfurnished,Asemrowo,5.02,1.4382022471910112,64.0,rumah123
Rumah Ex Bengkel Siap Pakai Tatanan Luas,13000000000,1300.0,1224.0,1.0,1.0,2.0,,Furnished,Asemrowo,5.02,0.9415384615384615,612.0,rumah123
"Rumah, 1 Lantai, SHM, di Tambak Dalam Baru Asemrowo 84681",700000000,193.0,150.0,,,1.0,,Unfurnished,Asemrowo,5.02,0.7772020725388601,150.0,rumah123
Dijual Rumah Dijalan Tambak Asemrowo Surabaya,2800000000,469.0,469.0,5.0,2.0,1.0,,Unfurnished,Asemrowo,4.09,1.0,469.0,rumah123
Dijual Cepat Rumah Asem Mulya Surabaya Siap Huni,5580000000,727.0,727.0,2.0,1.0,1.0,,Semi Furnished,Asemrowo,5.02,1.0,727.0,rumah123
Dijual Rumah Dijalan Rowo Asemrowo Surabaya,2900000000,289.0,289.0,3.0,2.0,1.0,,Unfurnished,Asemrowo,4.41,1.0,289.0,rumah123
"Baru Gress SHM 900 Jutaan! 3 KT, LT 97 M², Dekat Merr - Semampir Barat Surabaya",940000000,97.0,70.0,3.0,2.0,1.0,1.0,Unfurnished,Semampir,4.75,0.7216494845360825,70.0,rumah123
Dijual Rumah Semampir Tengah Sukolilo Surabaya Ron.a2978,1520000000,100.0,140.0,4.0,3.0,2.0,1.0,Unfurnished,Semampir,4.75,1.4,70.0,rumah123
For Sale Perumahan Minimalis Modern Surabaya Timur,3590000000,135.0,150.0,5.0,4.0,3.0,2.0,Semi Furnished,Semampir,4.05,1.1111111111111112,50.0,rumah123
Murah 2 M-An Lebar 10 Meter Semampir,2100000000,200.0,150.0,5.0,1.0,1.0,2.0,Unfurnished,Semampir,4.75,0.75,150.0,rumah123
Dijual Cepat Rumah Siap Huni di Semampir Dekat Merr Surabaya,2190000000,200.0,150.0,3.0,1.0,1.0,2.0,Unfurnished,Semampir,4.75,0.75,150.0,rumah123
Rumah Mewah Gress Galaxy Bumi Permai Araya Surabaya,2950000000,120.0,175.0,5.0,4.0,2.0,,Unfurnished,Semampir,4.75,1.4583333333333333,87.5,rumah123
Rumah Semampir Merr Surabaya Timur Siap Huni Luas Strategis,2390000000,200.0,150.0,3.0,1.0,1.0,1.0,Unfurnished,Semampir,4.01,0.75,150.0,rumah123
Vin.a535 Rumah Semampir Sukolilo Surabaya Murah,1300000000,60.0,60.0,5.0,1.0,2.0,,Unfurnished,Semampir,4.05,1.0,30.0,rumah123
"Rumah Murah Siap Hunilokasi Semampir Surabaya (Dekat Raya Merr,Rs Premier,Rs Gotong Royong,Galaxy Mall)",1250000000,100.0,175.0,4.0,3.0,2.0,1.0,Unfurnished,Semampir,4.05,1.75,87.5,rumah123
"Rumah Jl. Semampir Tengah, Semampir, Surabaya",2000000000,200.0,150.0,4.0,2.0,2.0,1.0,Semi Furnished,Semampir,4.75,0.75,75.0,rumah123
Dijual Rumah Dijalan Sidotopo Kidul Surabaya,1500000000,160.0,160.0,2.0,1.0,1.0,,Unfurnished,Semampir,3.12,1.0,160.0,rumah123
"Rumah Semamapir Tengah Dekat MERR, Kenjeran, Simokerto",1900000000,200.0,150.0,5.0,3.0,2.0,1.0,Unfurnished,Semampir,4.75,0.75,75.0,rumah123
Hunian Nyaman & Terawat di Semampir Tengah,2000000000,186.0,156.0,4.0,2.0,1.0,,Unfurnished,Semampir,4.75,0.8387096774193549,156.0,rumah123
Dijual Rumah Semampir Tengah Sukolilo Surabaya Ron.a3378,2000000000,186.0,156.0,4.0,2.0,2.0,2.0,Unfurnished,Semampir,4.75,0.8387096774193549,78.0,rumah123
"Dekat Merr! Rumah Baru Gress SHM LT 97M², 3 KT, Hanya 900 Jutaan di Semampir Barat Surabaya",940000000,97.0,70.0,3.0,2.0,1.0,1.0,Unfurnished,Semampir,4.75,0.7216494845360825,70.0,rumah123
Forsale Rumah Semampir Srategis Siap Huni Surabaya Kota Rk 221,2500000000,195.0,154.0,4.0,3.0,1.0,,Unfurnished,Semampir,4.75,0.7897435897435897,154.0,rumah123
For Sale Rumah Cantik di Semampir Surabaya Kota Rk 221,2500000000,195.0,154.0,4.0,3.0,1.0,,Unfurnished,Semampir,4.75,0.7897435897435897,154.0,rumah123
Dijual Rumah Bagus di Semampir Surabaya Kota Rk 221,2500000000,195.0,154.0,4.0,3.0,1.0,,Unfurnished,Semampir,4.75,0.7897435897435897,154.0,rumah123
Rumah Siap Huni Selangkah Raya Merr di Semampir Tengah,2190000000,200.0,150.0,3.0,1.0,1.0,1.0,Unfurnished,Semampir,6.37,0.75,150.0,rumah123
Termurah Dibawah 1 M Minimalis 2 Lantai Siap Huni di Wiyung,950000000,60.0,77.0,2.0,2.0,2.0,1.0,Unfurnished,Wiyung,8.42,1.2833333333333334,38.5,rumah123
Dijual Cepat Rumah Cantik Hook Royal Residence View Danau,2600000000,98.0,125.0,3.0,2.0,2.0,,Unfurnished,Wiyung,8.42,1.2755102040816326,62.5,rumah123
Dijual Rumah Wisata Bukit Mas Harga Bu Harus Cepat Laku,2500000000,160.0,134.0,4.0,2.0,2.0,,Unfurnished,Wiyung,8.42,0.8375,67.0,rumah123
Dijual Rumah Minimalis Modern Wisata Bukit Mas,1280000000,50.0,100.0,2.0,2.0,2.0,1.0,Unfurnished,Wiyung,8.42,2.0,50.0,rumah123
Dijual Rumah Forest Mansion Full Furnished + Private Pool Baru Renovasi,3500000000,180.0,250.0,4.0,4.0,2.0,1.0,Unfurnished,Wiyung,8.42,1.3888888888888888,125.0,rumah123
"Dijual Rumah Baru Gress Modern Glass House, Semi Furnished, Royal Residence (Cluster Canal Park)",7500000000,180.0,406.0,4.0,4.0,2.0,2.0,Semi Furnished,Wiyung,8.42,2.2555555555555555,203.0,rumah123
Darmo Sentosa Raya Rumah Dekat Mayjen Sungkono Surabaya,2750000000,180.0,135.0,3.0,2.0,1.0,1.0,Unfurnished,Wiyung,8.42,0.75,135.0,rumah123
Murah Rumah Mewah Siap Huni Royal Residence Wiyung,7000000000,375.0,450.0,5.0,4.0,2.0,2.0,Semi Furnished,Wiyung,8.42,1.2,225.0,rumah123
Paling Murah Dijual Rumah Mewah Siap Huni Royal Residence,6890000000,375.0,450.0,6.0,5.0,2.0,2.0,Semi Furnished,Wiyung,8.42,1.2,225.0,rumah123
"Murah Rumah Jalan Raya Utama Babatan Pratama, Wiyung, Surabaya",2990000000,360.0,175.0,4.0,5.0,1.0,4.0,Unfurnished,Wiyung,8.42,0.4861111111111111,175.0,rumah123
Murah Pol Dijual Rumah Mewah SHM di Royal Residence Wiyung di Royal Residence,8350000000,450.0,450.0,4.0,3.0,,2.0,Semi Furnished,Wiyung,8.42,1.0,,rumah123
Rumah Minimalist 2 Lantai Royal Residence Siap Huni Ada Garasi Carport,6750000000,375.0,406.0,5.0,4.0,2.0,2.0,Unfurnished,Wiyung,8.42,1.0826666666666667,203.0,rumah123
Rumah Modern Minimalis Siap Huni Murah Royal Residence Surabaya,3000000000,170.0,200.0,4.0,3.0,2.0,2.0,Semi Furnished,Wiyung,8.42,1.1764705882352942,100.0,rumah123
Dijual Cepat Rumah Royal Residence Surabaya Barat,2950000000,170.0,200.0,4.0,3.0,2.0,1.0,Semi Furnished,Wiyung,8.42,1.1764705882352942,100.0,rumah123
Rumah 3 Lantai Royal Residence Semi Furnished Dekat Clubhouse SHM Ada Basement,13500000000,450.0,1000.0,6.0,7.0,3.0,2.0,Unfurnished,Wiyung,8.42,2.2222222222222223,333.3333333333333,rumah123
Jual Rumah Royal Residence Wiyung Luas 375M2 SHM Full Furnished,6900000000,375.0,450.0,4.0,3.0,2.0,2.0,Furnished,Wiyung,8.42,1.2,225.0,rumah123
Rumah Siap Huni Royal Residence Luas 200M2 Hadap.selatan Row Jalan 3 Mobil,3700000000,200.0,350.0,3.0,3.0,2.0,2.0,Unfurnished,Wiyung,8.42,1.75,175.0,rumah123
Rumah Surabaya Barat Dijual Siap Huni Baru Gress,7500000000,180.0,406.0,4.0,4.0,3.0,2.0,Unfurnished,Wiyung,8.42,2.2555555555555555,135.33333333333334,rumah123
Rumah Wiyung Royal Residence Surabaya Barat Dekat Wisata Bukit Mas Dan Babatan Mukti,3500000000,160.0,200.0,3.0,4.0,2.0,,Unfurnished,Wiyung,8.42,1.25,100.0,rumah123
Rumah Murah Surabaya Barat Dekat Pakuwon Citraland Unesa Wiyung,870000000,55.0,51.0,2.0,2.0,2.0,1.0,Unfurnished,Wiyung,8.11,0.9272727272727272,25.5,rumah123
Ambengan,5500000000,498.0,200.0,6.0,3.0,1.0,,Unfurnished,Genteng,0.45,0.40160642570281124,200.0,rumah123
Dijual Rumah Dijalan Plampitan Surabaya,2200000000,240.0,240.0,6.0,2.0,2.0,,Unfurnished,Genteng,1.23,1.0,120.0,rumah123
Dijual Rumah Dijalan Plampitan Genteng Surabaya,950000000,90.0,90.0,2.0,2.0,1.0,,Unfurnished,Genteng,1.42,1.0,90.0,rumah123
Dijual Rumah 2 Lantai di Jl Bkr Pelajar Surabaya Pusat,3700000000,193.0,280.0,4.0,3.0,2.0,,Unfurnished,Genteng,1.11,1.450777202072539,140.0,rumah123
Dijual Rumah Dijalan Embong Trengguli Genteng Surabaya Pusat,39000000000,877.0,877.0,10.0,4.0,1.0,,Unfurnished,Genteng,1.11,1.0,877.0,rumah123
Rumah di Jalan Embong Kartiko Surabaya,3500000000,145.0,290.0,4.0,3.0,2.0,1.0,,Genteng,0.45,2.0,145.0,rumah123
Rumah Tanah Raya Legundi Ambengan Tengah Kota Pusat Surabaya,3500000000,383.0,300.0,6.0,4.0,2.0,2.0,Unfurnished,Genteng,1.11,0.783289817232376,150.0,rumah123
Rumah 2 lantai Dijual di Jl BKR Pelajar Surabaya,3500000000,192.0,280.0,4.0,3.0,2.0,,Unfurnished,Genteng,1.11,1.4583333333333333,140.0,rumah123
Rumah Dijual di Jalan Kedondong Lor Surabaya Pusat,1500000000,131.0,131.0,4.0,2.0,1.0,,Unfurnished,Genteng,1.11,1.0,131.0,rumah123
"Rumah 1286m2, Kami Spesialis Pusat Kota, Stok Banyak, Hubungi Kami",32150000000,1286.0,900.0,3.0,3.0,1.0,2.0,Unfurnished,Genteng,1.11,0.6998444790046656,900.0,rumah123
"Rumah Model Kolonial Belanda Siap Huni, Jalan Kalisari. Surabaya",5000000000,555.0,160.0,3.0,2.0,1.0,,Unfurnished,Genteng,1.11,0.2882882882882883,160.0,rumah123
Ex Mini Hotel Komersial Area Jl. Ketabang di Pusat Kota Surabaya,17000000000,532.0,627.0,16.0,6.0,1.0,2.0,Semi Furnished,Genteng,1.11,1.1785714285714286,627.0,rumah123
Rumah di Jalan Embong Kartiko Surabaya (DT),3500000000,145.0,290.0,4.0,3.0,2.0,1.0,,Genteng,0.45,2.0,145.0,rumah123
RUMAH JALAN WUNI COCOK BUAT KOST AREA DI TENGAH KOTA,15000000000,608.0,540.0,19.0,8.0,2.0,8.0,Unfurnished,Genteng,0.45,0.8881578947368421,270.0,rumah123
Rumah SHM 2 Lantai Siap Huni Pusat Kota Unfurnish No Banjir,1100000000,62.0,100.0,3.0,2.0,2.0,1.0,Unfurnished,Genteng,1.11,1.6129032258064515,50.0,rumah123
Rumah di Pusat Kota Walikota Mustajab Eks Hotel Surabaya,40000000000,600.0,1000.0,17.0,5.0,1.0,,Semi Furnished,Genteng,1.11,1.6666666666666667,1000.0,rumah123
Turun Harga ‼️ Rumah Depan Kantor Walikota Sby Rp 25M Jadi ⏩️ 22 M,22000000000,604.0,400.0,3.0,3.0,1.0,6.0,Unfurnished,Genteng,0.45,0.6622516556291391,400.0,rumah123
Jual Rumah Cempaka Embong Kalisari Genteng,21500000000,707.0,700.0,6.0,3.0,2.0,2.0,Unfurnished,Genteng,1.11,0.9900990099009901,350.0,rumah123
"Murah Pol, Rumah Usaha Komersial Area di 0 Jln Raya Ketabang Kali",17900000000,798.0,800.0,1.0,1.0,1.0,,Unfurnished,Genteng,1.11,1.0025062656641603,800.0,rumah123
1273. Rumah Murah Lebak Indah Jaya Tambaksari,1500000000,180.0,160.0,3.0,2.0,1.0,,Unfurnished,Tambaksari,0.44,0.8888888888888888,160.0,rumah123
