judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,latitude,longitude,sumber_data
Rumah Babatan Pantai Strategis Murah Row 3 Mobil,2500000000,144.0,216.0,5.0,3.0,2.0,,Unfurnished,-7.23563,112.786163,rumah123
Rumah Dijual Dijalan Pantai Mentari Kenjeran Surabaya,1300000000,90.0,90.0,2.0,2.0,1.0,,Unfurnished,-7.23694706,112.7917099,rumah123
Rumah Babatan Pantai Strategis Murah Row 3 Mobil,2500000000,144.0,216.0,5.0,3.0,2.0,,Unfurnished,-7.23563,112.786163,rumah123
Rumah Lebak Indah Town House Full Furnished,1950000000,96.0,288.0,4.0,4.0,3.0,1.0,Furnished,-7.23563,112.786163,rumah123
Kenjeran,1300000000,100.0,109.0,3.0,3.0,2.0,,Unfurnished,,,rumah123
Dijual Rumah Minimalis di Pantai Mentari Siap Huni,1670000000,96.0,120.0,3.0,2.0,2.0,1.0,Unfurnished,-7.23563,112.786163,rumah123
Babatan Pantai Hook 2 Lantai,2550000000,116.0,150.0,4.0,3.0,2.0,2.0,Unfurnished,-7.23563,112.786163,rumah123
Dijual Rumah Semi Furnish Di Raya Kedung Cowek Surabaya,9000000000,737.0,1000.0,7.0,5.0,2.0,,Semi Furnished,-7.24340890002,112.7692676,rumah123
Rumah Baru Minimalis Modern di Lebak Jaya Kenjeran Surabaya Utara,1350000000,75.0,130.0,3.0,2.0,2.0,1.0,Unfurnished,-7.2428369,112.7778777,rumah123
Dijual Rumah 2Lt Siap Huni di Lebak Indah,1500000000,96.0,150.0,4.0,2.0,2.0,1.0,Unfurnished,-7.23563,112.786163,rumah123
"Dijual Cepat Rumah Genteng Durasim Dkt Tunjungan, Ps Genteng",12000000000,530.0,400.0,11.0,3.0,2.0,2.0,Unfurnished,-7.26125,112.74277,rumah123
Dijual Rumah Pusat Kota Jl Jaksa Agung Suprapto Surabaya,13000000000,607.0,1212.0,3.0,3.0,2.0,,Unfurnished,-7.28917,112.734,rumah123
Jual Cepat Rumah Surabaya Pusat Nol Jalan Raya Komersial Area,25000000000,629.0,500.0,11.0,11.0,2.0,6.0,Semi Furnished,-7.26125,112.742767,rumah123
Jual Langka Komersial Area Termurah Luas Embong Trengguli Surabaya Pusat Dekat Tunjungan,39900000000,877.0,670.0,,,1.0,,Unfurnished,-7.26125,112.742767,rumah123
Rumah Northwes,1900000000,105.0,100.0,4.0,3.0,2.0,1.0,Semi Furnished,,,rumah123
Rumah Northwest,2300000000,125.0,149.0,5.0,4.0,2.0,1.0,Semi Furnished,,,rumah123
Rumah Dijual Demak Timur Bubutan Surabaya,1600000000,128.0,128.0,3.0,1.0,1.0,,Unfurnished,-7.24611335,112.7239656,rumah123
Rumah Dijual Demak Timur Bubutan Surabaya,1600000000,128.0,128.0,3.0,1.0,1.0,,Unfurnished,-7.24611335,112.7239656,rumah123
Rumah Tinggal Bagus dan Nyaman di Surabaya,1250000000,199.0,263.0,4.0,2.0,2.0,1.0,Unfurnished,-7.241588834969706,112.72503385196464,rumah123
Rumah Dijual Jalan Tuban Bubutan Surabaya,1100000000,75.0,150.0,4.0,2.0,2.0,,Unfurnished,-7.241041221764334,112.72309537921348,rumah123
Dijual Rumah SHM di Jalan Kawatan Bubutan Surabaya Pusat,1400000000,200.0,200.0,7.0,2.0,1.0,,Unfurnished,-7.25331,112.73286,rumah123
RUMAH DI JL TULUNGAGUNG BUBUTAN,3000000000,163.0,242.0,6.0,7.0,,,Unfurnished,,,rumah123
Rumah Jalan Semarang Surabaya 17 Juta Permeter Lokasi Strategis,8296000000,488.0,488.0,1.0,1.0,1.0,1.0,Unfurnished,-7.25331,112.73286,rumah123
Dijual Rumah 2Lt Pantai Mentari,2000000000,136.0,146.0,3.0,2.0,2.0,1.0,Unfurnished,-7.240977,112.79512,rumah123
Rumah 2 LT Pantai Mentari Surabaya Timur Siap Huni Sudah Renov,1500000000,108.0,150.0,3.0,2.0,2.0,1.0,Unfurnished,-7.240977,112.79512,rumah123
Dijual Rumah Pantai Mentari Surabaya,1850000000,90.0,135.0,4.0,3.0,2.0,2.0,Unfurnished,-7.240977,112.79512,rumah123
Rumah Pantai Mentari 2 Lantai Hadap Utara Kosongan,2000000000,72.0,144.0,3.0,3.0,2.0,,Unfurnished,,,rumah123
Rumah Sultan+R.gym+R.stodio+Aviary+Private Pool Bulak Surabaya Bu,26000000000,1002.0,1200.0,5.0,5.0,2.0,3.0,Furnished,-7.240977,112.79512,rumah123
Dijual Rumah 3 Lantai Terawat Gading Indah Regency Surabaya,770000000,54.0,54.0,3.0,2.0,3.0,1.0,Unfurnished,-7.28917,112.734,rumah123
JUAL RUMAH BARU GRESS MINIMALIS BERKUALITAS PANTAI MENTARI,2450000000,140.0,200.0,4.0,3.0,,1.0,Unfurnished,,,rumah123
Dijual Cepat Rumah 2 Lantai Siap Huni di Pantai Mentari Surabaya,1500000000,108.0,150.0,3.0,2.0,1.0,1.0,Unfurnished,-7.240977,112.79512,rumah123
Rumah 2 Lantai Pantai Mentari Cluster The Havens Surabaya Utara,1500000000,108.0,150.0,3.0,2.0,2.0,1.0,Semi Furnished,-7.240977,112.79512,rumah123
Dijual Rumah Perum Pantai Mentari Kenjeran,1500000000,119.0,220.0,3.0,2.0,1.0,1.0,Unfurnished,-7.240913969298788,112.79403772452036,rumah123
Dijual Rumah Perum Pantai Mentari Kenjeran,1500000000,119.0,220.0,3.0,2.0,1.0,1.0,Unfurnished,-7.240913969298788,112.79403772452036,rumah123
Dijual Rumah Perum Pantai Mentari Kenjeran,1500000000,119.0,220.0,3.0,2.0,1.0,1.0,Unfurnished,-7.23694706,112.7917099,rumah123
Dijual Rumah Mewah Hook Full Interior dan Furnish Surabaya Timur,1300000000,122.0,250.0,3.0,2.0,2.0,1.0,Unfurnished,,,rumah123
Termurah Rumah Strategis di Gading Indah Surabaya,950000000,165.0,125.0,4.0,3.0,1.0,1.0,Unfurnished,-7.240977,112.79512,rumah123
Dijial Murah Rumah New Minimalis Pantai Mentari,1300000000,72.0,130.0,3.0,3.0,2.0,1.0,Unfurnished,-7.240977,112.79512,rumah123
JUAL RUMAH BARU GRESS MINIMALIS BERKUALITAS PANTAI MENTARI,2450000000,140.0,200.0,4.0,3.0,,1.0,Unfurnished,,,rumah123
Dijual Rumah Jalan Plemahan Tegalsari Surabaya,1800000000,164.0,164.0,5.0,2.0,2.0,,Unfurnished,-7.265283,112.736108,rumah123
Dijual Jalan Imam Bonjol Tegalsari Surabaya,12500000000,480.0,494.0,,4.0,2.0,,Unfurnished,-7.281180260697724,112.735591203436,rumah123
"Dijual Cepat, Murah Banget, Strategis, Rumah di Ronggolawe. Pusat Kota. Sby",19000000000,616.0,300.0,3.0,1.0,1.0,,Unfurnished,-7.27355,112.73746,rumah123
Jual Rumah 2 Lantai,1750000000,133.0,133.0,2.0,1.0,1.0,1.0,Unfurnished,-7.25843159012129,112.77446653733024,rumah123
Jual Rumah 2 Lantai,1750000000,133.0,133.0,2.0,1.0,1.0,1.0,Unfurnished,-7.25843159012129,112.77446653733024,rumah123
Jual Rumah 2 Lantai,1750000000,133.0,133.0,2.0,1.0,1.0,1.0,Unfurnished,-7.251199784525056,112.76404075480173,rumah123
"Rumah,1 Lantai, SHM, Dekat Pusat Perbelanjaan, Bebas Banjir.cocok.untuk Psrkantoran. Kos Kosan dan Usaha Lainnya",4000000000,188.0,188.0,4.0,2.0,1.0,2.0,Unfurnished,-7.27355,112.737457,rumah123
Rumah Komersial Nol Jalan Kartini Surabaya Pusat Tengah Kota,16500000000,406.0,350.0,2.0,2.0,2.0,,Unfurnished,-7.27355,112.73746,rumah123
"Rumah Usaha Murah & Strate di Pusat Kota, Tegalsari, Surabayagis",3850000000,215.0,215.0,2.0,2.0,1.0,,Unfurnished,-7.27355,112.737457,rumah123
Dijual Rumah Jalan Blambanga Tegalsari Surabaya,8500000000,390.0,200.0,4.0,2.0,1.0,,Unfurnished,-7.28198191877033,112.74303307932963,rumah123
Dijual Rumah Jalan Kapuas Tegalsari Surabaya,28000000000,685.0,685.0,6.0,3.0,1.0,,Unfurnished,-7.288798398983502,112.74003610238492,rumah123
Dijual Rumah Jl. Blambangan Surabaya Pusat,9000000000,420.0,300.0,6.0,2.0,2.0,2.0,Unfurnished,-7.27355,112.73746,rumah123
Rumah Mewah Harga Pasar di Pusat Kota Surabaya di Imam Bonjol,37500000000,1383.0,1276.0,2.0,2.0,1.0,,Furnished,-7.27355,112.73746,rumah123
Jual Rumah Hitung Tanah Di Jl Tegalsari,24000000000,650.0,600.0,4.0,2.0,1.0,4.0,Unfurnished,-7.27355,112.737457,rumah123
Turun Harga. Dijual Cepat Rumah Kedungdoro Surabaya,3400000000,506.0,274.0,5.0,5.0,1.0,,Unfurnished,-7.27355,112.73746,rumah123
"Rumah Furnished Bagus Terawat, Teuku Umar, Surabaya",7500000000,225.0,306.0,3.0,3.0,2.0,,Semi Furnished,,,rumah123
"Komersil Area Jl Kapuas Cocok Unt Cafe, Resto, Bank, Dll",40000000000,790.0,600.0,1.0,3.0,1.0,,Unfurnished,-7.27355,112.73746,rumah123
Rumah Classic Etnic Tengah Kota Surabaya Cocok untuk Usaha,10000000000,745.0,360.0,4.0,3.0,1.0,6.0,Unfurnished,-7.27355,112.737457,rumah123
Dijual & Disewakan - Rumah Jl. Imam Bonjol Surabaya,28000000000,730.0,1200.0,6.0,6.0,2.0,,Unfurnished,-7.27355,112.73746,rumah123
Babatan Pantai Gress 2 Lantai,2750000000,150.0,210.0,4.0,4.0,2.0,2.0,Unfurnished,-7.23563,112.786163,rumah123
Rumah Baru 2 Lantai SHM Siap Huni Dekat Kenjeran,990000000,57.0,58.0,3.0,2.0,2.0,1.0,Unfurnished,-7.23563,112.786163,rumah123
Dijual Rumah Cantik di Lebak Permai,1500000000,143.0,180.0,4.0,2.0,1.0,,Unfurnished,,,rumah123
Dijual Rumah American Classic New Pantai Mentari,1850000000,90.0,135.0,5.0,4.0,2.0,2.0,Unfurnished,-7.23563,112.786163,rumah123
"Dijual Rumah Pantai Mentari Lokasi Nyaman, Asri Dekat Pakuwon City Mall, Galaxy Mall, Rumah Sakit Siloam, Universitas Its, Airlangga",1950000000,126.0,150.0,3.0,2.0,2.0,1.0,Unfurnished,-7.23563,112.786163,rumah123
Rumah Murah Design Classic di Surabaya Timur Alana Palace Regency,832000000,60.0,49.0,3.0,2.0,2.0,1.0,Semi Furnished,-7.23563,112.786163,rumah123
Dijual Rumah Kalilom Lor Timur Kenjeran Surabaya Ron.a2382,1200000000,160.0,160.0,3.0,2.0,1.0,1.0,Unfurnished,-7.23563,112.786163,rumah123
Dijual Rumah Baru Lebak Arum SHM,650000000,30.0,65.0,2.0,2.0,2.0,1.0,Unfurnished,-7.23563,112.786163,rumah123
Rumah Gress Minimalis Babatan Pantai Utara,2850000000,150.0,210.0,4.0,4.0,2.0,1.0,Unfurnished,,,rumah123
"Dijual Rumah Sidotopo Wetan, Surabaya",3000000000,215.0,200.0,5.0,3.0,2.0,1.0,Unfurnished,-7.23563,112.78616,rumah123
Dijual Rumah Baru Siap Huni Pantai Mentar,1850000000,90.0,130.0,4.0,3.0,2.0,2.0,Unfurnished,-7.23563,112.78616,rumah123
Dijual Rumah Mewah Siap Huni Surabaya Utara,2000000000,153.0,85.0,3.0,2.0,1.0,1.0,Unfurnished,-7.28917,112.734,rumah123
Dijual Rumah Baru Siap Huni Progres Ready April Kenjeran,1850000000,90.0,130.0,4.0,3.0,1.0,2.0,Unfurnished,-7.23563,112.78616,rumah123
Rumah 2 Lantai Siap Huni Posisi Hook Dekat Its Hangtua dan Unair,1800000000,90.0,120.0,3.0,3.0,2.0,2.0,Unfurnished,-7.23563,112.786163,rumah123
Rumah Murah 2 Lantai Lokasi Pantai Mentari Dekat Its Unair,2350000000,153.0,194.0,4.0,4.0,2.0,2.0,Semi Furnished,-7.23563,112.786163,rumah123
"Bebas Banjir, Rumah, 2 Lantai, SHM, Dekat Pusat Perbelanjaan, bisa KPR, Lokasi Kenjeran",1850000000,90.0,135.0,3.0,3.0,2.0,1.0,Unfurnished,-7.23563,112.786163,rumah123
Rumah Lebak Arum Hadap Selatan Row Jalan 2.5 Mobil,2450000000,490.0,490.0,1.0,1.0,1.0,,Unfurnished,-7.23563,112.786163,rumah123
"Lebak Indah Townhouse Minimalis Terawat Dkt Kenjeran, Ploso",1400000000,92.0,110.0,3.0,2.0,2.0,,Unfurnished,,,rumah123
"Lebak Indah Townhouse Minimalis Terawat Dkt Kenjeran, Ploso",1400000000,92.0,110.0,3.0,2.0,2.0,,Unfurnished,,,rumah123
Jual Rumah Surabaya Pusat Jl. Slamet,14000000000,525.0,300.0,6.0,2.0,1.0,,Unfurnished,-7.26125,112.742767,rumah123
Dijual Rumah Tengah Kota Surabaya Lokasi Komersial,39900000000,877.0,670.0,4.0,4.0,1.0,4.0,Unfurnished,-7.264832450696147,112.74386646797892,rumah123
Rumah Dijual Jalan BKR Pelajar Genteng Surabaya,3500000000,193.0,280.0,4.0,3.0,1.0,,Unfurnished,-7.258110085132159,112.75187450803526,rumah123
RUMAH DENGAN TAMAN LUAS DI WALIKOTA MUSTAJAB DEKAT GRAND CITY MALL DIMENSI 21X43 METER PUNYA 3 KAMAR YANG LUAS,30000000000,689.0,442.0,3.0,2.0,1.0,3.0,Semi Furnished,,,rumah123
Rumah dengan Taman Luas di Walikota Mustajab Dekat Grand City Mall Luas 689M2 Ada 3 Kamar Luas,25000000000,689.0,442.0,3.0,2.0,1.0,2.0,Semi Furnished,-7.260667,112.746105,rumah123
RUMAH DI GENTENG SURABAYA,1500000000,240.0,240.0,2.0,3.0,1.0,,Unfurnished,,,rumah123
Dijual Rumah SHM di Jalan Kapasari Surabaya,1500000000,240.0,240.0,3.0,2.0,1.0,,Unfurnished,-7.26125,112.74277,rumah123
DIJUAL RUMAH & TEMPAT USAHA DI AMBENGAN PUSAT KOTA SURABAYA,14000000000,560.0,390.0,5.0,3.0,,3.0,Semi Furnished,,,rumah123
"Rumah di Jl. Legundi, Surabaya Pusat, Lokasi Strategis, Terawat, Bisa untuk rumah tinggal/Kantor",11000000000,337.0,245.0,3.0,3.0,,1.0,Unfurnished,,,rumah123
Dijual Murah Rumah Hook di Jl Jaksa Agung Suprapto Surabaya Pusat,12000000000,612.0,734.0,4.0,2.0,2.0,,Unfurnished,-7.26125,112.742767,rumah123
Dijual Rumah Usaha di Jalan Walikota Mustajab Pusat Kota Surabaya,17000000000,738.0,525.0,3.0,2.0,2.0,,Unfurnished,-7.26125,112.742767,rumah123
"Rumah Hook Jaksa Agung Suprapto, Surabaya",21000000000,881.0,550.0,5.0,3.0,1.0,10.0,Unfurnished,-7.26125,112.742767,rumah123
Jual Depan Balai Kota Sby Pusat,22000000000,604.0,462.0,4.0,4.0,1.0,6.0,Unfurnished,-7.26125,112.742767,rumah123
"Langka Dijual Tanah Rumah Jalan Panglima Sudirman, Surabaya",27000000000,441.0,300.0,,,1.0,,Unfurnished,-7.26125,112.74277,rumah123
Rumah Pusat Kota Hitung Tanah Di Jalan Cempaka Daerah Genteng Surabaya,22000000000,845.0,1100.0,7.0,5.0,1.0,1.0,Unfurnished,-7.2614722,112.7428284,rumah123
Di Jual Rumah Taman Ais Nasution Surabaya Pusat,54900000000,1047.0,280.0,7.0,4.0,1.0,5.0,Unfurnished,-7.26125,112.74277,rumah123
Dijual Rumah Pusah Kota di Jl Jaksa Agung Suprapto Surabaya,18000000000,881.0,550.0,8.0,4.0,1.0,,Unfurnished,-7.26125,112.742767,rumah123
"Rumah di Jaksa Agung Suprapto, Surabaya Pusat.",21000000000,881.0,550.0,6.0,5.0,1.0,,Unfurnished,-7.26125,112.742767,rumah123
Dijual Rumah Hitung Tanah Kalianyar Surabaya (Masuk Gang),800000000,198.0,198.0,2.0,1.0,1.0,,Unfurnished,-7.26125,112.742767,rumah123
Rumah Tengah Kota di Genteng Cocok untuk Usaha (Kantor/Cafe),6000000000,278.0,275.0,4.0,2.0,1.0,,Unfurnished,-7.25876,112.74078,rumah123
Dijual Rumah Vintage Hitung Tanah Tegalsari Surabaya Pusat,42000000000,1870.0,939.0,1.0,1.0,2.0,,Unfurnished,-7.27355,112.737457,rumah123
Rumah Hitung Tanah Nol Jalan Raya Arjuno Deretan Hotel n Kuliner,23000000000,1602.0,258.0,3.0,3.0,1.0,11.0,Unfurnished,-7.27355,112.73746,rumah123
Dijual Rumah Klasik Di Jalan Trunojoyo Surabaya,7500000000,260.0,160.0,2.0,1.0,1.0,,Unfurnished,-7.27355,112.737457,rumah123
"Rumah di Raya Pandegiling, Tegalsari",13000000000,482.0,600.0,13.0,5.0,2.0,,Unfurnished,-7.27355,112.73746,rumah123
Dijual Murah Rumah di Jalan Kedungsari Surabaya Pusat,7000000000,399.0,500.0,5.0,2.0,2.0,,Unfurnished,-7.27355,112.737457,rumah123
Rumah Mewah Kontemporer.raya Dr.soetomo.siap Pakai,17500000000,600.0,750.0,8.0,8.0,2.0,2.0,Unfurnished,-7.27355,112.737457,rumah123
"Dijual Rumah hitung tanah, Raya Kedungsari.",7000000000,543.0,543.0,4.0,3.0,1.0,,Unfurnished,-7.27355,112.73746,rumah123
Rumah Lama Hitung Tanah Area Komersial Sam Ratulangi,11000000000,556.0,480.0,4.0,2.0,1.0,2.0,Unfurnished,-7.2735500335693,112.73745727539,rumah123
"Rumah Wonorejo,Tegalsari",2600000000,400.0,440.0,8.0,5.0,1.0,1.0,Unfurnished,-7.27355,112.737457,rumah123
Rumah di Jalan Wr Supratman Surabaya,28000000000,994.0,1000.0,2.0,2.0,2.0,,Unfurnished,-7.27355,112.73746,rumah123
Rumah Usaha 2 Lantai Bagus SHM di Nol Jalan Kedungsari Pusat Kota,7000000000,399.0,500.0,5.0,2.0,2.0,,Unfurnished,-7.27355,112.737457,rumah123
Rumah Pusat Kota SHM di Sam Ratulangi Lokasi Strategis,11000000000,556.0,480.0,4.0,2.0,1.0,,Unfurnished,-7.27355,112.737457,rumah123
Dijual Cepat Rumah di Jl Teuku Umar Surabaya Pusat,5500000000,196.0,300.0,4.0,2.0,2.0,,Unfurnished,-7.27355,112.737457,rumah123
Area Komersial Eksklusif Super Langka di Jalan Dinoyo Surabaya,62500000000,2500.0,800.0,8.0,4.0,1.0,,Unfurnished,-7.28029,112.74421,rumah123
"Dijual Rumah di Jalan Besar Bintang Diponggo, Surabaya",17000000000,695.0,800.0,6.0,5.0,1.0,1.0,Unfurnished,-7.2890353,112.7164412,rumah123
Rumah Jl Wr Supratman Strategis Pusat Kota,28000000000,565.0,500.0,1.0,1.0,1.0,,Unfurnished,-7.27355,112.737457,rumah123
Dijual Rumah Jl Wr Supratman Surabaya Pusat,10500000000,392.0,280.0,4.0,2.0,1.0,,Unfurnished,-7.27355,112.737457,rumah123
Dijual Rumah Pusat Kota di Jl Kapuas Dekat Darmo Surabaya,28000000000,685.0,250.0,5.0,2.0,1.0,,Unfurnished,-7.27355,112.737457,rumah123
Dijual Murah Rumah di Jalan Kedungsari Surabaya Pusat,7000000000,399.0,500.0,5.0,2.0,2.0,,Unfurnished,-7.27355,112.737457,rumah123
"Rumah Bagus Minimalis dan Strategis di Musi, Surabaya",20000000000,513.0,500.0,5.0,5.0,2.0,,Semi Furnished,-7.27355,112.737457,rumah123
"Lebak Indah Townhouse Minimalis Terawat Dkt Kenjeran, Ploso",1400000000,92.0,110.0,3.0,2.0,2.0,,Unfurnished,,,rumah123
"Lebak Indah Townhouse Minimalis Terawat Dkt Kenjeran, Ploso",1400000000,92.0,110.0,3.0,2.0,2.0,,Unfurnished,,,rumah123
"Lebak Indah Townhouse Minimalis Terawat Dkt Kenjeran, Ploso",1400000000,92.0,110.0,3.0,2.0,2.0,,Unfurnished,,,rumah123
"Hitung Tanah Rumah Pantai Mentari Dekat Grand Kenjeran, Pakuwon City",1500000000,153.0,100.0,3.0,2.0,1.0,,Unfurnished,,,rumah123
"Rumah Impian American Classic di Babatan Pantai, Surabaya Timur",1970000000,86.0,130.0,4.0,3.0,2.0,,Unfurnished,-7.255935003997635,112.79330545187868,rumah123
Rumah Cantik 2 Lantai Babatan Pantai Lokasi Strategis,3150000000,153.0,216.0,4.0,3.0,2.0,2.0,Unfurnished,-7.23563,112.78616,rumah123
Rumah 2 Lantai Plus Rooftop Hadap Selatan Dekat Galaxy Mall,2750000000,146.0,280.0,4.0,4.0,3.0,2.0,Semi Furnished,-7.23563,112.786163,rumah123
Rumah Cantik 2 Lantai Babatan Pantai Lokasi Strategis,3150000000,153.0,216.0,4.0,3.0,2.0,2.0,Unfurnished,-7.23563,112.78616,rumah123
Lebak Timur Asri Hadap Utara,1450000000,74.0,120.0,3.0,3.0,2.0,,Unfurnished,-7.23563,112.786163,rumah123
Rumah Kalijudan Asri Baru Gress - Smart Doorlock,1300000000,127.0,100.0,3.0,1.0,1.0,,Unfurnished,-7.23563,112.786163,rumah123
Rumah Lebak Asri Hadap Utara Strategis,1450000000,74.0,120.0,3.0,3.0,2.0,,Unfurnished,-7.23563,112.786163,rumah123
"Murah Rumah Strategis di Lebak, Dkt ke Raya Kenjeran, Sby",1300000000,184.0,160.0,3.0,1.0,1.0,,Semi Furnished,-7.23563,112.786163,rumah123
Dijual: Rumah 2 Lantai (American Classic Mewah) di Babatan Pantai Utara - Sby Timur,2550000000,116.0,150.0,4.0,3.0,2.0,2.0,Unfurnished,-7.23563,112.78616,rumah123
Dijual Rumah Modern Clasic di Pantai Mentari Surabaya,1850000000,90.0,135.0,4.0,3.0,2.0,2.0,Unfurnished,-7.23563,112.786163,rumah123
Grand Kenjeran Astoria Siap Huni Murah,3290000000,180.0,218.0,5.0,4.0,2.0,2.0,Semi Furnished,-7.23563,112.786163,rumah123
Jual Rumah di Lebak Jaya,1700000000,200.0,150.0,3.0,3.0,1.0,,Unfurnished,,,rumah123
Rumah di Kedung Cowek Hadap Selatan Listrik 2200 Watt Sumur Air Bersih,650000000,200.0,190.0,3.0,1.0,1.0,,Unfurnished,-7.23563,112.786163,rumah123
Jual Rugi Rumah Siap Huni The Grand Kenjeran Pinewood Surabaya Timur,3990000000,160.0,210.0,3.0,3.0,2.0,2.0,Furnished,-7.23563,112.786163,rumah123
"Rumah Luas 7 Kamar di Kenjeran, Siap Huni Dekat Fasilitas Kota",1300000000,95.0,190.0,7.0,3.0,1.0,,Unfurnished,-7.23563,112.786163,rumah123
"Rumah Strategis di Sidotopo Wetan Mulia, Surabaya",1250000000,70.0,140.0,3.0,2.0,2.0,,Furnished,-7.23121980002,112.762286,rumah123
Dijual Rumah Strategis di Walikota Mustajab Surabaya Kota Mh 25,26000000000,660.0,660.0,5.0,4.0,1.0,,Unfurnished,-7.26125,112.742767,rumah123
Termurah Rumah Jalan Slamet Grand City Paling Murah Surabaya,10900000000,524.0,524.0,6.0,3.0,1.0,,Unfurnished,-7.26125,112.74277,rumah123
Rumah di Jual di Genteng Sidomukti,750000000,120.0,190.0,9.0,2.0,2.0,1.0,Unfurnished,-7.26125,112.74277,rumah123
Jual Rumah Murah Cocok untuk Usaha Pusat Kota Surabaya,11000000000,529.0,271.0,4.0,2.0,1.0,2.0,Semi Furnished,-7.26125,112.742767,rumah123
Dijual Rumah Strategis di Jalan Jaksa Agung Suprapto Dekat ke Jalan Ambengan,10000000000,529.0,271.0,4.0,3.0,1.0,,Unfurnished,-7.26125,112.742767,rumah123
Dijual Cepat Rumah Usaha Lebar 17 M Nol Raya Jaksa Agung Suprapto,25000000000,595.0,200.0,,,1.0,,Unfurnished,-7.258435,112.746161,rumah123
Rumah di Walikota Mustajab Fully Furnish Dimensi22x29meter Cocok Komersial Dekat Grandcity,22000000000,604.0,462.0,3.0,2.0,1.0,6.0,Furnished,-7.260761323735366,112.7478505276162,rumah123
Rumah Jalan Ketupa Lebar 20m Surabaya Pusat,8000000000,400.0,400.0,5.0,3.0,1.0,,Unfurnished,-7.26125,112.74277,rumah123
Rumah Dijual Dijalan Jagalan Surabaya,1200000000,179.0,179.0,4.0,2.0,1.0,,Unfurnished,-7.249039001812264,112.74361533088546,rumah123
Kantor Di Raya Panglima Sudirman Surabaya Pusat,8500000000,432.0,432.0,,,1.0,,Unfurnished,-7.26125,112.74277,rumah123
Dijual Kantor Di Raya Panglima Sudirman Surabaya Pusat,8500000000,432.0,432.0,,,1.0,,Unfurnished,-7.26125,112.74277,rumah123
Rumah 2 Lantai Komersial Area Walikota Mustajab Surabaya Pusat.,20000000000,732.0,525.0,5.0,4.0,2.0,4.0,Unfurnished,-7.26125,112.742767,rumah123
Dijual Rumah Tengah Kota Cocok untuk Usaha (Kantor/Cafe),6000000000,278.0,275.0,,2.0,1.0,,Unfurnished,-7.26125,112.742767,rumah123
Dijual Rumah Dijalan Kalianyar Wetan Surabaya,750000000,60.0,60.0,3.0,2.0,2.0,,Unfurnished,-7.2484233,112.7492317,rumah123
Dijual Rumah Dijalan Jaksa Agung Suprapto Surabaya,16000000000,632.0,632.0,6.0,6.0,1.0,,Unfurnished,-7.25336,112.7473,rumah123
Rumah Dijual Tambak Dukuh Genteng Surabaya,750000000,72.0,72.0,2.0,2.0,1.0,,Unfurnished,-7.251068510899444,112.75101000600796,rumah123
Rumah Jaksa Agung Suprapto Surabaya Pusat Murah,12490000000,607.0,1000.0,3.0,3.0,2.0,3.0,Semi Furnished,-7.26125,112.742767,rumah123
Rumah di Jalan Kalianyar Peruntukan Komersial Sangat Strategis,12000000000,569.0,371.0,6.0,2.0,1.0,,Unfurnished,-7.26125,112.74277,rumah123
Dijual Rumah Mewah Siap Huni di Tengah Kota Surabaya,30000000000,1080.0,1500.0,6.0,5.0,3.0,10.0,Unfurnished,-7.28917,112.734,rumah123
Dijual Rumah di Jalan Trunojoyo Surabaya Pusat,19000000000,554.0,950.0,15.0,4.0,3.0,,Unfurnished,-7.27355,112.737457,rumah123
Dijual Rumah di Jalan Dr Cipto Tegalsari Surabaya Pusat,12000000000,332.0,263.0,6.0,3.0,2.0,,Unfurnished,-7.27355,112.737457,rumah123
Rumah 1.5 Lantai di Thamrin - Sby Pusat,6000000000,279.0,164.0,4.0,3.0,1.0,1.0,Unfurnished,-7.27355,112.737457,rumah123
Dijual Rumah Strategis Nol Jalan Raya Kartini,10750000000,400.0,300.0,3.0,2.0,1.0,,Unfurnished,-7.27355,112.73746,rumah123
Dijual Rumah di Greenlake Wonorejo No Cluster Greenlake Tahap Awal Ini,615000000,72.0,50.0,2.0,1.0,1.0,,Unfurnished,-7.27355,112.737457,rumah123
Prime Location Cbd Surabaya Pusat !! Rumah Mewah Wr. Supratman Bangunan Terawat Ex Kedutaan 994M2 SHM Jual Cepat,35000000000,994.0,861.0,6.0,5.0,2.0,10.0,Unfurnished,-7.27355,112.737457,rumah123
Dijual Rumah Imam Bonjol Surabaya,6000000000,198.0,330.0,3.0,2.0,2.0,1.0,Furnished,-7.27355,112.737457,rumah123
"Rumah Kuno 1 Lantai di Jl Comal, Surabaya",25469000000,1032.0,801.0,,,,,Unfurnished,,,rumah123
"Rumah Kolonial yang Sudah Direnovasi Hanya 1 Lantai di Jl. Trunojoyo, Surabaya",31910000000,1323.0,300.0,,,,,Unfurnished,,,rumah123
Rumah Pusat Kota SHM di Sam Ratulangi Lokasi Strategis,11000000000,556.0,480.0,4.0,2.0,1.0,,Unfurnished,-7.27355,112.737457,rumah123
Rumah Dijual Dijalan Kampung Malang Utara Surabaya,2200000000,132.0,132.0,6.0,2.0,3.0,,Unfurnished,-7.2686379,112.7361204,rumah123
Rumah Second Dijual+Kontrakan5unit Tegalsari Surabaya,800000000,200.0,180.0,7.0,6.0,1.0,,Unfurnished,-7.27355,112.737457,rumah123
